InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,CohortMonth,CohortIndex
546365,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-03-11 11:35:00,1.25,12520,Germany,15.0,2011-03,2011-03,0
569692,22689,DOORMAT MERRY CHRISTMAS RED,2,2011-10-05 15:17:00,8.25,14389,United Kingdom,16.5,2011-10,2011-06,4
559305,22654,DELUXE SEWING KIT,1,2011-07-07 12:56:00,5.95,17892,United Kingdom,5.95,2011-07,2011-07,0
577535,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2011-11-20 14:07:00,2.1,14071,United Kingdom,4.2,2011-11,2011-03,8
564434,23152,IVORY SWEETHEART WIRE LETTER RACK,8,2011-08-25 11:59:00,3.75,14687,United Kingdom,30.0,2011-08,2011-08,0
537775,22969,HOMEMADE JAM SCENTED CANDLES,24,2010-12-08 12:41:00,1.45,17722,United Kingdom,34.8,2010-12,2010-12,0
577485,21900,"KEY FOB , SHED",5,2011-11-20 11:56:00,0.65,16360,United Kingdom,3.25,2011-11,2011-09,2
544461,22672,FRENCH BATHROOM SIGN BLUE METAL,24,2011-02-20 14:08:00,1.65,13744,United Kingdom,39.6,2011-02,2011-02,0
579196,22439,6 ROCKET BALLOONS,13,2011-11-28 15:54:00,1.25,14096,United Kingdom,16.25,2011-11,2011-09,2
540994,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-01-13 09:29:00,0.85,13089,United Kingdom,10.2,2011-01,2010-12,1
547063,21136,PAINTED METAL PEARS ASSORTED,8,2011-03-20 13:33:00,1.69,14769,United Kingdom,13.52,2011-03,2011-03,0
556728,22791,T-LIGHT GLASS FLUTED ANTIQUE,3,2011-06-14 11:36:00,1.25,15719,United Kingdom,3.75,2011-06,2011-01,5
568657,23313,VINTAGE CHRISTMAS BUNTING,3,2011-09-28 12:22:00,4.95,16460,United Kingdom,14.85,2011-09,2011-09,0
578856,23552,BICYCLE PUNCTURE REPAIR KIT,8,2011-11-27 11:18:00,2.08,17769,United Kingdom,16.64,2011-11,2011-01,10
570701,23539,WALL ART LOVES' SECRET,4,2011-10-12 09:35:00,5.95,16652,United Kingdom,23.8,2011-10,2011-03,7
575607,22190,LOCAL CAFE MUG,2,2011-11-10 12:37:00,2.46,14096,United Kingdom,4.92,2011-11,2011-09,2
580731,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,2011-12-05 17:36:00,0.39,17383,United Kingdom,4.68,2011-12,2011-12,0
562045,22961,JAM MAKING SET PRINTED,12,2011-08-02 10:33:00,1.45,12644,Germany,17.4,2011-08,2011-08,0
572843,72780,BLACK SILOUETTE CANDLE PLATE,12,2011-10-26 12:06:00,0.85,14315,United Kingdom,10.2,2011-10,2011-03,7
540566,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,2011-01-10 10:58:00,2.55,17811,United Kingdom,2.55,2011-01,2011-01,0
554655,23175,REGENCY MILK JUG PINK,4,2011-05-25 13:35:00,3.25,12924,United Kingdom,13.0,2011-05,2011-05,0
569562,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-10-05 09:43:00,0.85,12720,Germany,10.2,2011-10,2010-12,10
551833,21154,RED RETROSPOT OVEN GLOVE,10,2011-05-04 13:12:00,1.25,16779,United Kingdom,12.5,2011-05,2010-12,5
555568,20726,LUNCH BAG WOODLAND,6,2011-06-05 15:25:00,1.65,17589,United Kingdom,9.9,2011-06,2011-06,0
580734,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-12-06 08:46:00,4.95,12766,Portugal,14.85,2011-12,2010-12,12
568690,22557,PLASTERS IN TIN VINTAGE PAISLEY,5,2011-09-28 14:43:00,1.65,16332,United Kingdom,8.25,2011-09,2011-08,1
537202,22653,BUTTON BOX,2,2010-12-05 14:25:00,1.95,14506,United Kingdom,3.9,2010-12,2010-12,0
552446,85132A,CHARLIE + LOLA BISCUITS TINS,3,2011-05-09 13:28:00,1.95,16729,United Kingdom,5.85,2011-05,2011-04,1
570666,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-10-11 14:24:00,2.95,13919,Denmark,17.7,2011-10,2011-10,0
571441,21985,PACK OF 12 HEARTS DESIGN TISSUES,1,2011-10-17 13:31:00,0.83,14096,United Kingdom,0.83,2011-10,2011-09,1
554278,22550,HOLIDAY FUN LUDO,2,2011-05-23 13:25:00,3.75,13831,United Kingdom,7.5,2011-05,2011-05,0
563477,21578,WOODLAND DESIGN  COTTON TOTE BAG,2,2011-08-16 15:39:00,2.25,17097,Spain,4.5,2011-08,2011-08,0
560185,17003,BROCADE RING PURSE,216,2011-07-15 11:50:00,0.29,14676,United Kingdom,62.64,2011-07,2011-03,4
561485,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2011-07-27 13:42:00,2.55,17841,United Kingdom,2.55,2011-07,2010-12,7
578146,21892,TRADITIONAL WOODEN CATCH CUP GAME,1,2011-11-23 11:07:00,1.25,13742,United Kingdom,1.25,2011-11,2011-01,10
546091,21658,GLASS  BEURRE DISH,4,2011-03-09 11:53:00,3.95,14936,Channel Islands,15.8,2011-03,2011-03,0
559526,21993,FLORAL FOLK STATIONERY SET,1,2011-07-10 11:19:00,1.25,15756,United Kingdom,1.25,2011-07,2011-04,3
559900,84949,SILVER HANGING T-LIGHT HOLDER,96,2011-07-13 12:27:00,1.45,13089,United Kingdom,139.2,2011-07,2010-12,7
579458,22633,HAND WARMER UNION JACK,1,2011-11-29 14:38:00,2.1,16549,United Kingdom,2.1,2011-11,2011-01,10
549903,22261,FELT EGG COSY WHITE RABBIT,10,2011-04-12 16:19:00,0.85,17576,United Kingdom,8.5,2011-04,2011-01,3
570700,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-10-12 09:29:00,2.95,14156,EIRE,17.7,2011-10,2011-01,9
574683,22642,SET OF 4 NAPKIN CHARMS STARS,1,2011-11-06 12:50:00,2.55,16372,United Kingdom,2.55,2011-11,2011-11,0
552953,23167,SMALL CERAMIC TOP STORAGE JAR,6,2011-05-12 12:11:00,0.83,16745,United Kingdom,4.98,2011-05,2011-02,3
572499,23505,PLAYING CARDS I LOVE LONDON,12,2011-10-24 14:10:00,1.25,15786,United Kingdom,15.0,2011-10,2011-08,2
559199,23237,SET OF 4 KNICK KNACK TINS LEAF,24,2011-07-07 10:28:00,4.15,15288,United Kingdom,99.6,2011-07,2010-12,7
565333,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-09-02 14:23:00,0.85,12375,Finland,8.5,2011-09,2011-09,0
556531,21165,BEWARE OF THE CAT METAL SIGN,12,2011-06-13 11:49:00,1.69,15491,United Kingdom,20.28,2011-06,2011-04,2
574474,84465,15 PINK FLUFFY CHICKS IN BOX,1,2011-11-04 12:05:00,2.95,17979,United Kingdom,2.95,2011-11,2011-03,8
572964,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-10-27 10:41:00,1.45,12630,Finland,17.4,2011-10,2011-10,0
564039,22537,MAGIC DRAWING SLATE DINOSAUR,24,2011-08-22 12:40:00,0.42,12645,Germany,10.08,2011-08,2011-08,0
575335,23203,JUMBO BAG VINTAGE DOILY,300,2011-11-09 13:56:00,1.79,12931,United Kingdom,537.0,2011-11,2010-12,11
550804,22896,PEG BAG APPLES DESIGN,6,2011-04-20 15:32:00,2.55,16676,United Kingdom,15.3,2011-04,2011-01,3
537419,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-12-06 15:14:00,1.25,13495,United Kingdom,15.0,2010-12,2010-12,0
571053,23286,BLUE VINTAGE SPOT BEAKER,8,2011-10-13 13:53:00,0.85,12631,Finland,6.8,2011-10,2011-10,0
560115,22222,CAKE PLATE LOVEBIRD WHITE,2,2011-07-15 10:05:00,4.95,17841,United Kingdom,9.9,2011-07,2010-12,7
566018,22727,ALARM CLOCK BAKELIKE RED,4,2011-09-08 12:42:00,3.75,13137,United Kingdom,15.0,2011-09,2011-02,7
542215,21245,GREEN POLKADOT PLATE,8,2011-01-26 12:27:00,1.69,12472,Germany,13.52,2011-01,2010-12,1
542360,22900,SET 2 TEA TOWELS I LOVE LONDON,1,2011-01-27 12:40:00,2.95,14701,United Kingdom,2.95,2011-01,2011-01,0
573870,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2,2011-11-01 12:25:00,1.65,14485,United Kingdom,3.3,2011-11,2011-11,0
542890,84832,ZINC WILLIE WINKIE  CANDLE STICK,6,2011-02-01 13:25:00,0.85,15311,United Kingdom,5.1,2011-02,2010-12,2
576540,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-11-15 12:48:00,5.95,18043,United Kingdom,5.95,2011-11,2010-12,11
569846,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,2011-10-06 13:42:00,2.49,13422,United Kingdom,29.88,2011-10,2011-10,0
564972,23374,RED SPOT PAPER GIFT BAG,10,2011-08-31 15:30:00,0.82,12621,Germany,8.2,2011-08,2010-12,8
554270,85152,HAND OVER THE CHOCOLATE   SIGN,1,2011-05-23 13:05:00,2.1,15046,United Kingdom,2.1,2011-05,2011-01,4
553152,23169,CLASSIC GLASS SWEET JAR,6,2011-05-13 14:55:00,4.15,13089,United Kingdom,24.9,2011-05,2010-12,5
549251,85093,CANDY SPOT EGG WARMER HARE,10,2011-04-07 12:16:00,0.39,14449,United Kingdom,3.9,2011-04,2010-12,4
561105,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,24,2011-07-25 11:36:00,0.65,15218,United Kingdom,15.6,2011-07,2011-01,6
579491,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-29 15:23:00,1.69,14723,United Kingdom,13.52,2011-11,2010-12,11
543397,22449,SILK PURSE BABUSHKA PINK,2,2011-02-08 10:32:00,3.35,17859,United Kingdom,6.7,2011-02,2011-02,0
548007,22804,CANDLEHOLDER PINK HANGING HEART,6,2011-03-29 10:51:00,2.95,13769,United Kingdom,17.7,2011-03,2010-12,3
544672,85099B,JUMBO BAG RED RETROSPOT,100,2011-02-22 15:45:00,1.65,14646,Netherlands,165.0,2011-02,2010-12,2
580515,23000,TRAVEL CARD WALLET TRANSPORT,24,2011-12-04 14:09:00,0.42,17750,United Kingdom,10.08,2011-12,2011-06,6
577687,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-11-21 11:16:00,0.65,12583,France,7.8,2011-11,2010-12,11
538156,21205,MULTICOLOUR 3D BALLS GARLAND,5,2010-12-09 16:53:00,2.55,15555,United Kingdom,12.75,2010-12,2010-12,0
555558,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-06-05 14:06:00,1.65,14159,United Kingdom,3.3,2011-06,2010-12,6
558871,22384,LUNCH BAG PINK POLKADOT,100,2011-07-04 13:19:00,1.45,12557,Spain,145.0,2011-07,2011-03,4
576069,21804,WHITE CHRISTMAS GARLAND STARS TREES,1,2011-11-13 15:57:00,3.75,13603,United Kingdom,3.75,2011-11,2011-11,0
545148,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-28 12:14:00,2.95,13675,United Kingdom,17.7,2011-02,2011-02,0
575591,22382,LUNCH BAG SPACEBOY DESIGN,5,2011-11-10 12:09:00,1.65,17791,United Kingdom,8.25,2011-11,2011-11,0
539321,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2010-12-16 19:19:00,6.45,14723,United Kingdom,6.45,2010-12,2010-12,0
563404,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,2011-08-16 11:04:00,3.25,16303,United Kingdom,19.5,2011-08,2011-01,7
578248,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-11-23 12:40:00,3.95,16255,United Kingdom,15.8,2011-11,2010-12,11
543021,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-02-02 14:36:00,1.95,15421,United Kingdom,19.5,2011-02,2011-02,0
575069,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-11-08 12:51:00,2.95,17637,United Kingdom,17.7,2011-11,2011-11,0
567168,22891,TEA FOR ONE POLKADOT,2,2011-09-18 12:24:00,4.25,14878,United Kingdom,8.5,2011-09,2010-12,9
563196,21742,LARGE ROUND WICKER PLATTER,2,2011-08-12 16:54:00,5.95,14406,United Kingdom,11.9,2011-08,2011-08,0
568141,21990,MODERN FLORAL STATIONERY SET,6,2011-09-25 11:21:00,1.25,16326,United Kingdom,7.5,2011-09,2011-01,8
568202,22436,12 COLOURED PARTY BALLOONS,20,2011-09-25 15:01:00,0.65,15366,United Kingdom,13.0,2011-09,2010-12,9
580048,22491,PACK OF 12 COLOURED PENCILS,2,2011-12-01 12:53:00,0.85,12748,United Kingdom,1.7,2011-12,2010-12,12
556106,23239,SET OF 4 KNICK KNACK TINS POPPIES,3,2011-06-08 16:54:00,4.15,14056,United Kingdom,12.45,2011-06,2011-02,4
556507,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-06-13 09:55:00,1.65,12567,France,19.8,2011-06,2010-12,6
547360,22561,WOODEN SCHOOL COLOURING SET,12,2011-03-22 12:30:00,1.65,16135,United Kingdom,19.8,2011-03,2011-03,0
545314,21246,RED RETROSPOT BIG BOWL,6,2011-03-01 14:11:00,4.95,12866,Belgium,29.7,2011-03,2011-03,0
553859,21192,WHITE BELL HONEYCOMB PAPER,2,2011-05-19 13:35:00,1.65,14505,United Kingdom,3.3,2011-05,2010-12,5
579525,23493,VINTAGE DOILY TRAVEL SEWING KIT,40,2011-11-30 08:23:00,1.95,15113,United Kingdom,78.0,2011-11,2011-10,1
572309,21615,4 LAVENDER BOTANICAL DINNER CANDLES,4,2011-10-23 15:29:00,1.25,14432,United Kingdom,5.0,2011-10,2011-09,1
567339,22899,CHILDREN'S APRON DOLLY GIRL,6,2011-09-19 15:01:00,2.1,14146,United Kingdom,12.6,2011-09,2010-12,9
560034,22692,DOORMAT WELCOME TO OUR HOME,10,2011-07-14 13:35:00,6.75,13933,United Kingdom,67.5,2011-07,2011-07,0
562688,22586,FELTCRAFT HAIRBAND PINK AND BLUE,4,2011-08-08 13:53:00,0.85,13869,United Kingdom,3.4,2011-08,2011-01,7
559548,84926F,PSYCHEDELIC TILE COASTER,48,2011-07-10 15:17:00,0.29,17997,United Kingdom,13.92,2011-07,2011-06,1
569046,22187,GREEN CHRISTMAS TREE CARD HOLDER,24,2011-09-30 10:48:00,1.95,14422,United Kingdom,46.8,2011-09,2011-09,0
563237,23329,DECORATIVE WICKER HEART LARGE,12,2011-08-15 09:57:00,1.65,14321,United Kingdom,19.8,2011-08,2011-01,7
570458,85096,HILDA CANDY SPOT RABBIT,2,2011-10-10 15:39:00,3.75,14535,United Kingdom,7.5,2011-10,2011-04,6
561029,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-07-24 11:25:00,0.85,12490,France,8.5,2011-07,2011-01,6
577502,23388,WOODLAND MINI BACKPACK,4,2011-11-20 12:34:00,4.15,12598,France,16.6,2011-11,2011-02,9
570420,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-10-10 13:33:00,2.1,17841,United Kingdom,2.1,2011-10,2010-12,10
544815,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-02-23 16:37:00,1.25,17171,United Kingdom,15.0,2011-02,2011-02,0
567306,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-09-19 13:32:00,0.55,12752,Norway,13.2,2011-09,2011-09,0
540855,79321,CHILLI LIGHTS,72,2011-01-12 10:14:00,4.25,16353,United Kingdom,306.0,2011-01,2011-01,0
540526,22163,HEART STRING MEMO HOLDER HANGING,1,2011-01-09 13:41:00,2.95,14606,United Kingdom,2.95,2011-01,2010-12,1
553037,23177,TREASURE ISLAND BOOK BOX,8,2011-05-13 08:10:00,2.25,12471,Germany,18.0,2011-05,2010-12,5
565388,23138,SINGLE WIRE HOOK IVORY HEART,10,2011-09-02 15:56:00,1.45,14415,United Kingdom,14.5,2011-09,2010-12,9
577521,23090,VINTAGE GLASS T-LIGHT HOLDER,6,2011-11-20 13:23:00,0.83,16411,United Kingdom,4.98,2011-11,2010-12,11
576078,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,12,2011-11-13 16:22:00,0.85,14432,United Kingdom,10.2,2011-11,2011-09,2
561894,22704,WRAP RED APPLES,25,2011-07-31 15:00:00,0.42,14456,United Kingdom,10.5,2011-07,2011-07,0
567975,21669,BLUE STRIPE CERAMIC DRAWER KNOB,24,2011-09-23 10:25:00,1.45,17416,United Kingdom,34.8,2011-09,2011-03,6
565724,22423,REGENCY CAKESTAND 3 TIER,2,2011-09-06 11:53:00,12.75,16168,United Kingdom,25.5,2011-09,2011-09,0
568428,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-09-27 11:27:00,7.95,14419,United Kingdom,7.95,2011-09,2010-12,9
548497,48194,DOORMAT HEARTS,4,2011-03-31 13:43:00,7.95,13089,United Kingdom,31.8,2011-03,2010-12,3
576556,23433,HANGING QUILTED PATCHWORK APPLES,24,2011-11-15 13:07:00,0.83,14640,United Kingdom,19.92,2011-11,2011-04,7
575694,21159,MOODY BOY  DOOR HANGER,1,2011-11-10 16:38:00,0.39,12748,United Kingdom,0.39,2011-11,2010-12,11
537850,16168M,FUNKY MONKEY GIFT BAG MEDIUM,24,2010-12-08 15:38:00,0.42,16722,United Kingdom,10.08,2010-12,2010-12,0
580753,21770,OPEN CLOSED METAL SIGN,2,2011-12-06 10:00:00,4.95,12682,France,9.9,2011-12,2010-12,12
548363,POST,POSTAGE,10,2011-03-30 15:48:00,40.0,12428,Finland,400.0,2011-03,2011-03,0
572058,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-10-20 12:43:00,2.1,18252,United Kingdom,2.1,2011-10,2011-10,0
553538,22098,BOUDOIR SQUARE TISSUE BOX,5,2011-05-17 15:26:00,1.25,15855,United Kingdom,6.25,2011-05,2011-04,1
553239,21693,SMALL HAMMERED SILVER CANDLEPOT,6,2011-05-16 11:31:00,2.95,16226,United Kingdom,17.7,2011-05,2011-05,0
571289,23133,LARGE IVORY HEART WALL ORGANISER,6,2011-10-16 15:27:00,8.25,15113,United Kingdom,49.5,2011-10,2011-10,0
551284,82582,AREA PATROLLED METAL SIGN,1,2011-04-27 14:05:00,2.1,15005,United Kingdom,2.1,2011-04,2010-12,4
539442,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2010-12-17 15:39:00,4.95,16558,United Kingdom,14.85,2010-12,2010-12,0
578942,22605,WOODEN CROQUET GARDEN SET,1,2011-11-27 13:29:00,14.95,17288,United Kingdom,14.95,2011-11,2011-04,7
581310,23344,JUMBO BAG 50'S CHRISTMAS,1,2011-12-08 11:43:00,2.08,16442,United Kingdom,2.08,2011-12,2010-12,12
579001,20728,LUNCH BAG CARS BLUE,3,2011-11-27 16:19:00,1.65,15555,United Kingdom,4.95,2011-11,2010-12,11
576601,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,2011-11-15 15:10:00,7.95,14595,United Kingdom,7.95,2011-11,2011-01,10
545226,21002,ROSE DU SUD DRAWSTRING BAG,3,2011-03-01 09:33:00,4.25,12428,Finland,12.75,2011-03,2011-03,0
560875,22297,HEART IVORY TRELLIS SMALL,24,2011-07-21 15:12:00,1.25,13562,United Kingdom,30.0,2011-07,2011-04,3
550817,22829,SWEETHEART WIRE WALL TIDY,2,2011-04-20 17:00:00,9.95,17946,United Kingdom,19.9,2011-04,2011-04,0
576071,23571,TRADITIONAL NAUGHTS & CROSSES,1,2011-11-13 16:03:00,1.65,18069,United Kingdom,1.65,2011-11,2011-01,10
551305,22508,DOORSTOP RETROSPOT HEART,4,2011-04-27 14:58:00,3.75,16145,United Kingdom,15.0,2011-04,2011-01,3
577082,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-11-17 15:31:00,2.95,15811,United Kingdom,17.7,2011-11,2010-12,11
568054,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-09-23 12:50:00,7.95,16978,United Kingdom,15.9,2011-09,2011-09,0
573748,22274,FELTCRAFT DOLL EMILY,6,2011-11-01 09:24:00,2.95,14911,EIRE,17.7,2011-11,2010-12,11
578255,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-11-23 12:58:00,0.79,14675,United Kingdom,7.11,2011-11,2011-11,0
551516,21888,BINGO SET,1,2011-05-01 11:10:00,3.75,14800,United Kingdom,3.75,2011-05,2010-12,5
554489,22551,PLASTERS IN TIN SPACEBOY,12,2011-05-24 13:46:00,1.65,17272,United Kingdom,19.8,2011-05,2011-05,0
580160,POST,POSTAGE,7,2011-12-02 10:47:00,18.0,12700,France,126.0,2011-12,2011-05,7
577744,22727,ALARM CLOCK BAKELIKE RED,4,2011-11-21 13:58:00,3.75,18229,United Kingdom,15.0,2011-11,2011-03,8
568902,23395,BELLE JARDINIERE CUSHION COVER,4,2011-09-29 13:23:00,3.75,13503,United Kingdom,15.0,2011-09,2011-09,0
570209,22274,FELTCRAFT DOLL EMILY,1,2011-10-09 10:29:00,2.95,16326,United Kingdom,2.95,2011-10,2011-01,9
564849,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-08-30 15:42:00,3.75,17675,United Kingdom,15.0,2011-08,2010-12,8
545998,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-03-08 14:35:00,14.95,13373,United Kingdom,14.95,2011-03,2011-03,0
572892,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,12,2011-10-26 14:20:00,1.65,17017,United Kingdom,19.8,2011-10,2010-12,10
578155,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-11-23 11:32:00,0.42,12748,United Kingdom,0.42,2011-11,2010-12,11
569923,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-10-06 17:43:00,1.69,16184,United Kingdom,27.04,2011-10,2011-10,0
579527,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-11-30 08:43:00,2.95,18210,United Kingdom,35.4,2011-11,2011-10,1
576911,48187,DOORMAT NEW ENGLAND,1,2011-11-17 10:01:00,8.25,17461,United Kingdom,8.25,2011-11,2011-11,0
569631,22560,TRADITIONAL MODELLING CLAY,24,2011-10-05 11:53:00,1.25,13483,United Kingdom,30.0,2011-10,2011-10,0
555488,20727,LUNCH BAG  BLACK SKULL.,2,2011-06-03 13:43:00,1.65,16942,United Kingdom,3.3,2011-06,2011-04,2
540515,21166,COOK WITH WINE METAL SIGN,4,2011-01-09 11:54:00,1.95,15059,United Kingdom,7.8,2011-01,2011-01,0
543191,21448,12 DAISY PEGS IN WOOD BOX,4,2011-02-04 11:54:00,1.65,13137,United Kingdom,6.6,2011-02,2011-02,0
537604,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2010-12-07 13:01:00,1.45,13488,United Kingdom,17.4,2010-12,2010-12,0
581098,23326,HANGING MINI COLOURED BOTTLES,48,2011-12-07 11:42:00,0.63,14911,EIRE,30.24,2011-12,2010-12,12
539461,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-12-19 10:21:00,4.65,17243,United Kingdom,18.6,2010-12,2010-12,0
563328,82580,BATHROOM METAL SIGN,1,2011-08-15 13:07:00,0.55,14606,United Kingdom,0.55,2011-08,2010-12,8
575732,22865,HAND WARMER OWL DESIGN,12,2011-11-11 08:19:00,2.1,12712,Germany,25.2,2011-11,2011-07,4
545748,22982,PANTRY PASTRY BRUSH,72,2011-03-07 11:52:00,1.06,17381,United Kingdom,76.32,2011-03,2010-12,3
581006,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-12-07 08:45:00,1.95,14911,EIRE,11.7,2011-12,2010-12,12
562542,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-08-05 15:40:00,0.42,17377,United Kingdom,5.04,2011-08,2010-12,8
549947,21625,VINTAGE UNION JACK APRON,3,2011-04-13 12:47:00,6.95,18260,United Kingdom,20.85,2011-04,2010-12,4
579001,23583,LUNCH BAG PAISLEY PARK,5,2011-11-27 16:19:00,1.65,15555,United Kingdom,8.25,2011-11,2010-12,11
550464,22131,FOOD CONTAINER SET 3 LOVE HEART,4,2011-04-18 13:30:00,1.95,16550,United Kingdom,7.8,2011-04,2010-12,4
579196,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-11-28 15:54:00,4.13,14096,United Kingdom,4.13,2011-11,2011-09,2
563205,23345,DOLLY GIRL BEAKER,2,2011-08-14 12:03:00,1.25,14040,United Kingdom,2.5,2011-08,2011-05,3
580502,23355,HOT WATER BOTTLE KEEP CALM,1,2011-12-04 13:15:00,4.95,16931,United Kingdom,4.95,2011-12,2010-12,12
574036,21262,WHITE GOOSE FEATHER CHRISTMAS TREE,12,2011-11-02 12:46:00,2.95,16607,United Kingdom,35.4,2011-11,2010-12,11
538370,21894,POTTING SHED SEED ENVELOPES,1,2010-12-12 11:06:00,1.25,16923,United Kingdom,1.25,2010-12,2010-12,0
541712,21095,SET/6 POSIES PAPER PLATES,2,2011-01-21 11:19:00,0.85,17890,United Kingdom,1.7,2011-01,2011-01,0
577106,20728,LUNCH BAG CARS BLUE,1,2011-11-17 17:18:00,1.65,14456,United Kingdom,1.65,2011-11,2011-07,4
574308,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-11-03 16:45:00,1.25,16409,United Kingdom,15.0,2011-11,2011-01,10
557898,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,2011-06-23 14:35:00,3.25,17314,United Kingdom,19.5,2011-06,2011-06,0
567899,23263,SET OF 3 WOODEN HEART DECORATIONS,24,2011-09-22 16:26:00,1.25,14911,EIRE,30.0,2011-09,2010-12,9
567165,21155,RED RETROSPOT PEG BAG,1,2011-09-18 11:58:00,2.55,17841,United Kingdom,2.55,2011-09,2010-12,9
548863,48173C,DOORMAT BLACK FLOCK,10,2011-04-04 13:57:00,6.75,15311,United Kingdom,67.5,2011-04,2010-12,4
569332,84596F,SMALL MARSHMALLOWS PINK BOWL,4,2011-10-03 13:46:00,0.42,12637,France,1.68,2011-10,2011-01,9
547690,22531,MAGIC DRAWING SLATE CIRCUS PARADE,24,2011-03-24 14:56:00,0.42,16063,United Kingdom,10.08,2011-03,2011-03,0
569486,22142,CHRISTMAS CRAFT WHITE FAIRY,2,2011-10-04 12:51:00,1.45,15339,United Kingdom,2.9,2011-10,2011-01,9
574956,23502,PLAYING CARDS VINTAGE DOILY,12,2011-11-08 09:54:00,1.25,16732,United Kingdom,15.0,2011-11,2011-11,0
578013,22314,OFFICE MUG WARMER CHOC+BLUE,1,2011-11-22 12:55:00,2.95,17360,United Kingdom,2.95,2011-11,2011-06,5
563748,22974,CHILDRENS DOLLY GIRL MUG,12,2011-08-19 10:06:00,1.65,16170,United Kingdom,19.8,2011-08,2011-04,4
553009,82581,TOILET METAL SIGN,1,2011-05-12 16:52:00,0.55,13601,United Kingdom,0.55,2011-05,2011-05,0
541575,21244,BLUE POLKADOT PLATE,8,2011-01-19 13:21:00,1.69,15311,United Kingdom,13.52,2011-01,2010-12,1
542797,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-02-01 11:08:00,0.21,17884,United Kingdom,7.56,2011-02,2010-12,2
547937,84199,GLOW IN DARK DOLPHINS,4,2011-03-28 14:27:00,0.21,15068,United Kingdom,0.84,2011-03,2011-03,0
539978,21199,PINK  HEART CONFETTI IN TUBE,48,2010-12-23 14:06:00,0.42,13165,United Kingdom,20.16,2010-12,2010-12,0
568472,20726,LUNCH BAG WOODLAND,10,2011-09-27 11:50:00,1.65,12517,Germany,16.5,2011-09,2011-06,3
552260,21891,TRADITIONAL WOODEN SKIPPING ROPE,24,2011-05-08 11:21:00,1.45,17002,United Kingdom,34.8,2011-05,2011-02,3
