InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
548212,84988,SET OF 72 PINK HEART PAPER DOILIES,12,30-03-11 9:12,1.45,12456,Switzerland
561900,22517,CHILDS GARDEN RAKE PINK,1,31-07-11 15:31,2.1,16655,United Kingdom
547884,21930,JUMBO STORAGE BAG SKULLS,10,28-03-11 9:07,1.95,13481,United Kingdom
567156,84879,ASSORTED COLOUR BIRD ORNAMENT,4,16-09-11 17:05,1.69,14462,United Kingdom
545294,84800L,LARGE WHITE/PINK ROSE ART FLOWER,7,01-03-11 12:07,2.12,17965,United Kingdom
555851,85049G,CHOCOLATE BOX RIBBONS,2,07-06-11 13:37,1.25,13050,United Kingdom
549014,20726,LUNCH BAG WOODLAND,2,05-04-11 15:00,1.65,17841,United Kingdom
551719,21714,CITRONELLA CANDLE GARDEN POT,4,03-05-11 16:09,2.46,,United Kingdom
575681,22386,JUMBO BAG PINK POLKADOT,4,10-11-11 15:32,2.08,16903,United Kingdom
C549788,22960,JAM MAKING SET WITH JARS,-2,12-04-11 11:59,4.25,13098,United Kingdom
559542,23209,LUNCH BAG DOILEY PATTERN,3,10-07-11 13:32,1.65,17126,United Kingdom
564754,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2,30-08-11 10:29,1.63,,United Kingdom
568901,21034,REX CASH+CARRY JUMBO SHOPPER,1,29-09-11 13:22,0.95,15050,United Kingdom
536406,84406B,CREAM CUPID HEARTS COAT HANGER,8,01-12-10 11:33,2.75,17850,United Kingdom
561702,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,29-07-11 10:58,2.95,15149,United Kingdom
557631,23209,LUNCH BAG DOILEY PATTERN,10,21-06-11 15:01,1.65,18229,United Kingdom
552665,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,1,10-05-11 15:05,2.08,,United Kingdom
570423,22383,LUNCH BAG SUKI DESIGN,5,10-10-11 13:38,1.65,14451,United Kingdom
563917,21121,SET/10 RED POLKADOT PARTY CANDLES,2,21-08-11 13:46,1.25,14572,United Kingdom
546538,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,14-03-11 14:51,0.65,16327,United Kingdom
575477,22999,TRAVEL CARD WALLET VINTAGE LEAF,1,09-11-11 16:14,0.83,,United Kingdom
549023,22321,BIRD DECORATION RED RETROSPOT,3,05-04-11 16:27,1.63,,United Kingdom
561523,20973,,-45,27-07-11 17:38,0,,United Kingdom
575904,23084,RABBIT NIGHT LIGHT,9,11-11-11 15:28,2.08,18014,United Kingdom
570197,22726,ALARM CLOCK BAKELIKE GREEN,1,07-10-11 15:45,3.75,13755,United Kingdom
580511,21154,RED RETROSPOT OVEN GLOVE,10,04-12-11 13:54,1.25,12560,Germany
548712,22358,KINGS CHOICE TEA CADDY,4,03-04-11 14:42,2.95,17050,United Kingdom
545682,22960,JAM MAKING SET WITH JARS,2,06-03-11 11:39,4.25,14701,United Kingdom
580983,23497,CLASSIC CHROME BICYCLE BELL,2,06-12-11 16:26,3.29,,United Kingdom
561209,21864,UNION JACK FLAG PASSPORT COVER,2,25-07-11 16:57,1.63,,United Kingdom
572312,21617,4 LILY  BOTANICAL DINNER CANDLES,2,23-10-11 15:47,1.25,15022,United Kingdom
569211,22113,GREY HEART HOT WATER BOTTLE,2,02-10-11 12:04,4.25,15774,United Kingdom
575607,47471,RAINBOW PEGS PHOTO CLIP STRING,1,10-11-11 12:37,1.46,14096,United Kingdom
558881,23234,BISCUIT TIN VINTAGE CHRISTMAS,36,04-07-11 14:36,2.49,12705,Germany
540316,85054,FRENCH ENAMEL POT W LID,12,06-01-11 13:00,1.25,16676,United Kingdom
536846,22149,FELTCRAFT 6 FLOWER FRIENDS,1,02-12-10 19:59,2.1,14573,United Kingdom
561806,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,29-07-11 14:55,0.85,12839,United Kingdom
547657,22990,COTTON APRON PANTRY DESIGN,2,24-03-11 12:58,4.95,13871,United Kingdom
539107,22971,QUEENS GUARD COFFEE MUG,24,16-12-10 10:52,2.55,16705,United Kingdom
553345,22192,BLUE DINER WALL CLOCK,3,16-05-11 12:53,8.5,16729,United Kingdom
551775,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,04-05-11 11:21,8.25,12886,United Kingdom
561193,21498,RED RETROSPOT WRAP,25,25-07-11 13:46,0.42,13296,United Kingdom
579675,21116,OWL DOORSTOP,3,30-11-11 13:08,4.95,15654,United Kingdom
543973,22699,ROSES REGENCY TEACUP AND SAUCER,2,14-02-11 15:15,2.95,17571,United Kingdom
546388,21976,PACK OF 60 MUSHROOM CAKE CASES,2,11-03-11 13:42,2.08,,United Kingdom
551339,22261,FELT EGG COSY WHITE RABBIT,1,27-04-11 17:18,1.63,,United Kingdom
578463,23238,SET OF 4 KNICK KNACK TINS LONDON,6,24-11-11 12:30,4.15,12757,Portugal
554376,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3,24-05-11 11:31,0.42,15719,United Kingdom
571279,23520,EMBROIDERED RIBBON REEL RUBY,2,16-10-11 12:54,3.75,16466,United Kingdom
559420,82552,WASHROOM METAL SIGN,12,08-07-11 11:52,1.45,17663,United Kingdom
570200,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,07-10-11 16:03,2.89,16918,United Kingdom
566329,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2,12-09-11 12:20,12.75,14527,United Kingdom
536876,21872,GLAMOROUS  MUG,2,03-12-10 11:36,3.36,,United Kingdom
577519,22423,REGENCY CAKESTAND 3 TIER,2,20-11-11 13:20,12.75,15044,United Kingdom
573300,22064,PINK DOUGHNUT TRINKET POT,4,28-10-11 16:10,1.65,16049,United Kingdom
560878,22662,LUNCH BAG DOLLY GIRL DESIGN,1,21-07-11 15:16,1.65,14410,United Kingdom
581217,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,08-12-11 9:20,2.46,,United Kingdom
544717,22551,PLASTERS IN TIN SPACEBOY,12,23-02-11 10:44,1.65,18172,United Kingdom
574298,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,03-11-11 15:56,4.13,,United Kingdom
563209,22083,PAPER CHAIN KIT RETROSPOT,4,14-08-11 12:23,2.95,13527,United Kingdom
547058,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,12,20-03-11 12:44,0.85,14232,United Kingdom
565835,23297,SET 40 HEART SHAPE PETIT FOUR CASES,1,07-09-11 11:32,1.65,14452,United Kingdom
565410,22917,HERB MARKER ROSEMARY,12,04-09-11 11:17,0.65,14691,United Kingdom
539492,22499,WOODEN UNION JACK BUNTING,1,20-12-10 10:14,12.72,,United Kingdom
564719,22815,CARD PSYCHEDELIC APPLES,12,28-08-11 11:55,0.42,15325,United Kingdom
566238,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,11-09-11 11:24,2.08,17377,United Kingdom
560772,23174,REGENCY SUGAR BOWL GREEN,1,20-07-11 16:12,8.29,,United Kingdom
566872,22149,FELTCRAFT 6 FLOWER FRIENDS,2,15-09-11 13:28,2.1,16729,United Kingdom
570888,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,13-10-11 10:26,1.25,17509,United Kingdom
551458,22451,,3,28-04-11 16:04,0,,United Kingdom
546933,22521,CHILDS GARDEN TROWEL PINK,1,18-03-11 11:02,0,,United Kingdom
574950,21934,SKULL SHOULDER BAG,4,08-11-11 9:29,1.63,,United Kingdom
550987,21314,SMALL GLASS HEART TRINKET POT,1,21-04-11 18:10,4.13,,United Kingdom
574260,22283,6 EGG HOUSE PAINTED WOOD,4,03-11-11 13:58,7.95,13014,United Kingdom
558565,21974,SET OF 36 PAISLEY FLOWER DOILIES,3,30-06-11 13:58,1.45,14803,United Kingdom
542868,22842,BISCUIT TIN VINTAGE RED,2,01-02-11 12:25,6.75,16419,United Kingdom
555396,22470,HEART OF WICKER LARGE,15,02-06-11 17:23,2.95,16529,United Kingdom
549023,22379,RECYCLING BAG RETROSPOT,2,05-04-11 16:27,4.13,,United Kingdom
562158,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,03-08-11 11:45,2.08,15039,United Kingdom
568716,22509,SEWING BOX RETROSPOT DESIGN,1,28-09-11 16:13,33.33,,United Kingdom
542398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,27-01-11 15:36,2.95,13174,United Kingdom
576071,22153,ANGEL DECORATION STARS ON DRESS,10,13-11-11 16:03,0.42,18069,United Kingdom
576840,23353,6 GIFT TAGS VINTAGE CHRISTMAS,7,16-11-11 15:23,1.63,,United Kingdom
559796,21155,RED RETROSPOT PEG BAG,10,12-07-11 13:30,4.96,,United Kingdom
537640,85049a,TRADITIONAL CHRISTMAS RIBBONS,55,07-12-10 15:31,3.36,,United Kingdom
537237,22355,CHARLOTTE BAG SUKI DESIGN,5,06-12-10 9:58,1.66,,United Kingdom
543467,22842,BISCUIT TIN VINTAGE RED,1,08-02-11 14:35,13.29,,United Kingdom
578928,23560,SET OF 6 RIBBONS COUNTRY STYLE,6,27-11-11 12:29,2.89,15443,United Kingdom
578814,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,25-11-11 13:40,0.85,12748,United Kingdom
547864,22292,HANGING CHICK  YELLOW DECORATION,7,27-03-11 13:10,1.45,15716,United Kingdom
541497,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,6,18-01-11 15:19,0.83,,United Kingdom
571065,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24,13-10-11 14:59,1.45,12613,Germany
572186,22791,T-LIGHT GLASS FLUTED ANTIQUE,24,21-10-11 10:55,1.25,16497,United Kingdom
556813,84692,BOX OF 24 COCKTAIL PARASOLS,1,14-06-11 17:28,0.83,,United Kingdom
576645,22619,SET OF 6 SOLDIER SKITTLES,4,16-11-11 10:14,3.75,16245,United Kingdom
557958,23209,LUNCH BAG DOILEY PATTERN,10,23-06-11 19:27,1.65,16161,United Kingdom
540026,21802,CHRISTMAS TREE HEART DECORATION,20,04-01-11 13:25,0.43,,United Kingdom
579508,23496,PANTRY KITCHEN THERMOMETER,2,29-11-11 16:33,2.46,,United Kingdom
546388,21082,SET/20 FRUIT SALAD PAPER NAPKINS,2,11-03-11 13:43,1.63,,United Kingdom
546891,21164,HOME SWEET HOME METAL SIGN,1,17-03-11 18:18,5.79,,United Kingdom
572183,20725,LUNCH BAG RED RETROSPOT,20,21-10-11 10:50,1.65,16153,United Kingdom
539335,82486,WOOD S/3 CABINET ANT WHITE FINISH,24,17-12-10 10:32,6.95,15291,United Kingdom
570856,22573,STAR WOODEN CHRISTMAS DECORATION,12,12-10-11 15:01,0.85,13464,United Kingdom
546635,21086,SET/6 RED SPOTTY PAPER CUPS,4,15-03-11 12:11,0.65,16392,United Kingdom
569635,23306,SET OF 36 DOILIES PANTRY DESIGN,1,05-10-11 12:13,1.45,12748,United Kingdom
580678,21385,IVORY HANGING DECORATION  HEART,6,05-12-11 14:49,0.85,18015,United Kingdom
542617,71279,PINK GLASS CANDLEHOLDER,2,30-01-11 15:48,2.95,17463,United Kingdom
559146,85099F,JUMBO BAG STRAWBERRY,10,06-07-11 14:18,2.08,12921,United Kingdom
547800,82582,AREA PATROLLED METAL SIGN,2,25-03-11 12:55,2.1,14504,United Kingdom
550272,22754,SMALL RED BABUSHKA NOTEBOOK,72,15-04-11 12:14,0.72,18079,United Kingdom
537868,22531,MAGIC DRAWING SLATE CIRCUS PARADE,24,08-12-10 16:49,0.42,12433,Norway
563689,22508,DOORSTOP RETROSPOT HEART,2,18-08-11 12:43,3.75,15743,United Kingdom
549633,85152,HAND OVER THE CHOCOLATE   SIGN,12,11-04-11 11:45,2.1,15671,United Kingdom
543470,22534,MAGIC DRAWING SLATE SPACEBOY,24,08-02-11 14:58,0.42,16951,United Kingdom
566258,21823,PAINTED METAL HEART WITH HOLLY BELL,26,11-09-11 12:45,1.45,13124,United Kingdom
545568,22974,CHILDRENS DOLLY GIRL MUG,1,03-03-11 16:22,3.29,,United Kingdom
541104,21990,MODERN FLORAL STATIONERY SET,4,13-01-11 14:29,2.46,,United Kingdom
581492,23371,SET 36 COLOUR PENCILS SPACEBOY,3,09-12-11 10:03,2.46,,United Kingdom
569521,21163,DO NOT TOUCH MY STUFF DOOR HANGER,1,04-10-11 14:33,0.39,16474,United Kingdom
566217,22948,METAL DECORATION NAUGHTY CHILDREN,4,09-09-11 15:17,1.66,14096,United Kingdom
566123,22423,REGENCY CAKESTAND 3 TIER,2,09-09-11 11:15,12.75,15039,United Kingdom
579167,23342,MINT DINER WALL CLOCK,1,28-11-11 14:06,8.5,16800,United Kingdom
544634,22431,WATERING CAN BLUE ELEPHANT,2,22-02-11 11:02,1.95,17994,United Kingdom
553014,23103,JINGLE BELL HEART DECORATION,6,12-05-11 18:49,1.65,13451,United Kingdom
545215,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,28-02-11 16:47,7.46,,United Kingdom
545215,20711,JUMBO BAG TOYS,2,28-02-11 16:47,4.13,,United Kingdom
544159,84836,ZINC METAL HEART DECORATION,24,16-02-11 12:48,1.25,14944,United Kingdom
561399,22741,FUNKY DIVA PEN,48,27-07-11 10:53,0.85,15125,United Kingdom
545447,85150,LADIES & GENTLEMEN METAL SIGN,6,02-03-11 16:34,2.55,17426,United Kingdom
549316,85099B,JUMBO BAG RED RETROSPOT,10,08-04-11 9:54,1.95,12705,Germany
541422,22197,SMALL POPCORN HOLDER,7,17-01-11 17:48,1.63,,United Kingdom
541510,22776,SWEETHEART CAKESTAND 3 TIER,1,18-01-11 16:39,9.95,14428,United Kingdom
578515,23461,SWEETHEART BIRD HOUSE,1,24-11-11 13:40,4.15,16885,United Kingdom
572066,22610,PENS ASSORTED FUNNY FACE,36,20-10-11 13:07,0.19,15159,United Kingdom
574842,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,07-11-11 11:55,4.95,13890,United Kingdom
578995,23204,CHARLOTTE BAG APPLES DESIGN,5,27-11-11 15:59,0.85,15861,United Kingdom
549294,22662,LUNCH BAG DOLLY GIRL DESIGN,1,07-04-11 19:27,1.65,13230,United Kingdom
581325,22966,GINGERBREAD MAN COOKIE CUTTER,2,08-12-11 11:53,1.25,15877,United Kingdom
564020,23165,LARGE CERAMIC TOP STORAGE JAR,12,22-08-11 11:57,1.65,13971,United Kingdom
571666,47590B,PINK HAPPY BIRTHDAY BUNTING,50,18-10-11 13:02,4.65,16422,United Kingdom
571104,21212,PACK OF 72 RETROSPOT CAKE CASES,24,13-10-11 15:58,0.55,18130,United Kingdom
545687,85099F,JUMBO BAG STRAWBERRY,3,06-03-11 12:20,1.95,17769,United Kingdom
564972,21481,FAWN BLUE HOT WATER BOTTLE,6,31-08-11 15:30,2.95,12621,Germany
561626,22673,FRENCH GARDEN SIGN BLUE METAL,4,28-07-11 14:03,1.25,14898,United Kingdom
556879,35653,VINTAGE BEAD NOTEBOOK,1,15-06-11 12:07,2.95,16461,United Kingdom
574074,21813,GARLAND WITH STARS AND BELLS,1,02-11-11 15:33,3.29,,United Kingdom
546534,22794,SWEETHEART WIRE MAGAZINE RACK,2,14-03-11 13:56,7.95,16150,United Kingdom
566726,21931,JUMBO STORAGE BAG SUKI,2,14-09-11 13:12,2.08,15021,United Kingdom
541631,22549,PICTURE DOMINOES,24,20-01-11 10:48,1.45,12637,France
542931,22244,3 HOOK HANGER MAGIC GARDEN,12,02-02-11 10:46,1.95,15589,United Kingdom
565438,85099B,JUMBO BAG RED RETROSPOT,10,04-09-11 13:56,2.08,17229,United Kingdom
574852,23170,REGENCY TEA PLATE ROSES,3,07-11-11 12:04,1.65,15493,United Kingdom
546105,22553,PLASTERS IN TIN SKULLS,3,09-03-11 12:21,1.65,14662,United Kingdom
554030,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,20-05-11 13:56,3.75,16497,United Kingdom
548968,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,05-04-11 10:58,2.08,12744,Singapore
550626,15034,PAPER POCKET TRAVELING FAN,12,19-04-11 14:23,0.14,13184,United Kingdom
539958,21879,HEARTS GIFT TAPE,16,23-12-10 13:26,0.43,,United Kingdom
573585,84832,ZINC WILLIE WINKIE  CANDLE STICK,5,31-10-11 14:41,1.63,,United Kingdom
553199,84192,ASSORTED COLOUR METAL CAT,1,15-05-11 15:13,1.25,17758,United Kingdom
569202,22547,MINI JIGSAW DINOSAUR,3,30-09-11 17:22,0.83,,United Kingdom
562725,22595,GINGHAM HEART DECORATION,12,09-08-11 9:04,0.85,17302,United Kingdom
558924,79000,MOROCCAN TEA GLASS,12,05-07-11 10:07,0.85,15785,United Kingdom
562649,82580,BATHROOM METAL SIGN,3,08-08-11 13:11,0.55,14606,United Kingdom
559629,82582,AREA PATROLLED METAL SIGN,8,11-07-11 11:58,2.1,14690,United Kingdom
573585,23122,PARTY CHARMS 50 PIECES,1,31-10-11 14:41,1.63,,United Kingdom
550458,22814,CARD PARTY GAMES,1,18-04-11 13:13,0.83,,United Kingdom
543040,21742,LARGE ROUND WICKER PLATTER,2,02-02-11 17:06,5.95,17337,United Kingdom
565920,10080,GROOVY CACTUS INFLATABLE,24,08-09-11 8:56,0.39,15298,United Kingdom
562717,23290,SPACEBOY CHILDRENS BOWL,1,08-08-11 15:42,2.46,,United Kingdom
540681,22346,PARTY PIZZA DISH GREEN POLKADOT,4,10-01-11 16:25,0.43,,United Kingdom
550015,22756,LARGE YELLOW BABUSHKA NOTEBOOK,12,14-04-11 10:54,1.25,17735,United Kingdom
559816,22358,KINGS CHOICE TEA CADDY,1,12-07-11 16:11,2.46,,United Kingdom
537645,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,07-12-10 15:34,16.98,,United Kingdom
580983,23603,SET 10 CARD KRAFT REINDEER 17084,1,06-12-11 16:26,2.49,,United Kingdom
550474,21535,RED RETROSPOT SMALL MILK JUG,2,18-04-11 13:58,4.96,,United Kingdom
579458,23332,IVORY WICKER HEART LARGE,1,29-11-11 14:38,1.65,16549,United Kingdom
541260,22078,RIBBON REEL LACE DESIGN,1,16-01-11 15:44,2.1,16059,United Kingdom
568064,22940,FELTCRAFT CHRISTMAS FAIRY,4,23-09-11 13:42,4.25,14880,United Kingdom
547418,85114A,BLACK ENCHANTED FOREST PLACEMAT,6,23-03-11 10:25,1.65,13148,United Kingdom
538808,22536,MAGIC DRAWING SLATE PURDEY,48,14-12-10 12:11,0.42,14057,United Kingdom
538177,22961,JAM MAKING SET PRINTED,8,10-12-10 9:51,3.36,,United Kingdom
554520,21955,DOORMAT UNION JACK GUNS AND ROSES,1,24-05-11 17:03,7.95,17841,United Kingdom
539286,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,18,16-12-10 16:05,2.95,14735,United Kingdom
543277,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,06-02-11 14:33,1.95,15808,United Kingdom
575176,46776F,WOVEN ROSE GARDEN CUSHION COVER,1,08-11-11 18:29,4.13,,United Kingdom
575875,23535,WALL ART BICYCLE SAFETY,5,11-11-11 13:06,12.46,,United Kingdom
578067,22558,CLOTHES PEGS RETROSPOT PACK 24,4,22-11-11 15:43,3.29,,United Kingdom
C573502,23390,DOLLY GIRL MINI BACKPACK,-1,31-10-11 12:02,4.15,14808,United Kingdom
570342,22193,RED DINER WALL CLOCK,3,10-10-11 12:26,8.5,17706,United Kingdom
543484,21212,PACK OF 72 RETROSPOT CAKE CASES,24,09-02-11 10:11,0.55,12721,France
554816,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,26-05-11 14:01,2.95,17550,United Kingdom
548560,22178,VICTORIAN GLASS HANGING T-LIGHT,24,01-04-11 10:10,1.25,13468,United Kingdom
554995,21446,12 RED ROSE PEG PLACE SETTINGS,2,29-05-11 14:23,1.25,18109,United Kingdom
568310,23171,REGENCY TEA PLATE GREEN,12,26-09-11 12:48,1.65,14911,EIRE
542252,22456,NATURAL SLATE CHALKBOARD LARGE,3,26-01-11 16:01,9.96,,United Kingdom
566495,22995,TRAVEL CARD WALLET SUKI,6,13-09-11 11:14,0.42,15529,United Kingdom
575329,23536,WALL ART VILLAGE SHOW,1,09-11-11 13:50,5.95,17038,United Kingdom
558096,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,26-06-11 13:24,3.25,15532,United Kingdom
558196,20752,BLUE POLKADOT WASHING UP GLOVES,2,27-06-11 12:38,2.1,16033,United Kingdom
574509,22750,FELTCRAFT PRINCESS LOLA DOLL,1,04-11-11 13:25,3.75,16012,United Kingdom
572306,21975,PACK OF 60 DINOSAUR CAKE CASES,1,23-10-11 15:11,0.55,17841,United Kingdom
540247,22558,CLOTHES PEGS RETROSPOT PACK 24,1,05-01-11 15:56,1.49,15464,United Kingdom
554543,47566,PARTY BUNTING,4,25-05-11 9:18,4.95,16091,United Kingdom
572219,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,21-10-11 13:17,2.08,17463,United Kingdom
576652,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,16-11-11 10:39,0.65,17198,United Kingdom
577310,21891,TRADITIONAL WOODEN SKIPPING ROPE,144,18-11-11 13:15,1.25,13516,United Kingdom
565142,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,01-09-11 13:46,1.06,17386,United Kingdom
579103,22991,GIRAFFE WOODEN RULER,1,28-11-11 11:39,1.95,18041,United Kingdom
569486,22569,FELTCRAFT CUSHION BUTTERFLY,2,04-10-11 12:51,3.75,15339,United Kingdom
556740,23209,LUNCH BAG DOILEY PATTERN,1,14-06-11 12:06,1.65,17346,United Kingdom
539740,20936,FORKED CACTUS CANDLE,1,21-12-10 15:20,5.91,,United Kingdom
564630,22427,ENAMEL FLOWER JUG CREAM,3,26-08-11 11:53,5.95,13644,United Kingdom
554129,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,23-05-11 9:39,3.75,14189,United Kingdom
555158,48138,DOORMAT UNION FLAG,2,01-06-11 8:38,7.95,14842,United Kingdom
557630,20727,LUNCH BAG  BLACK SKULL.,20,21-06-11 14:53,1.65,13178,United Kingdom
546992,22766,PHOTO FRAME CORNICE,48,18-03-11 13:18,2.55,16684,United Kingdom
574532,22279,POCKET BAG BLUE PAISLEY RED SPOT,12,04-11-11 14:19,1.25,15676,United Kingdom
549294,21876,POTTERING MUG,1,07-04-11 19:27,1.25,13230,United Kingdom
565420,22575,METAL MERRY CHRISTMAS WREATH,2,04-09-11 12:09,1.95,16326,United Kingdom
562846,22081,RIBBON REEL FLORA + FAUNA,1,10-08-11 9:29,3.29,,United Kingdom
577938,23510,MINI PLAYING CARDS GYMKHANA,2,22-11-11 12:07,0.42,15525,United Kingdom
560225,21215,IVORY PAPER CUP CAKE CASES,1,15-07-11 16:27,1.25,,United Kingdom
561615,23209,LUNCH BAG DOILEY PATTERN,10,28-07-11 12:57,1.65,13319,United Kingdom
570225,22834,HAND WARMER BABUSHKA DESIGN,3,09-10-11 13:15,2.1,16595,United Kingdom
558200,22317,FIVE CATS HANGING DECORATION,1,27-06-11 13:00,2.95,15976,United Kingdom
561702,22366,DOORMAT AIRMAIL,10,29-07-11 10:58,6.75,15149,United Kingdom
581492,90200A,PURPLE SWEETHEART BRACELET,1,09-12-11 10:03,4.15,,United Kingdom
552000,22650,CERAMIC PIRATE CHEST MONEY BANK,1,05-05-11 15:56,3.29,,United Kingdom
545830,84849D,HOT BATHS SOAP HOLDER,2,07-03-11 13:10,1.69,17634,United Kingdom
565434,21219,SET/4 BADGES BALLOON GIRL,3,04-09-11 13:35,1.25,12867,United Kingdom
549431,22550,HOLIDAY FUN LUDO,12,08-04-11 12:17,3.75,15874,United Kingdom
553852,21916,SET 12 RETRO WHITE CHALK STICKS,24,19-05-11 13:05,0.42,15599,United Kingdom
544445,22434,BALLOON PUMP WITH 10 BALLOONS,1,20-02-11 10:56,1.95,16746,United Kingdom
569401,23356,LOVE HOT WATER BOTTLE,3,04-10-11 8:56,5.95,15111,United Kingdom
564724,20728,LUNCH BAG CARS BLUE,3,28-08-11 12:16,1.65,15555,United Kingdom
580639,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,05-12-11 12:46,0.79,17254,United Kingdom
577617,84879,ASSORTED COLOUR BIRD ORNAMENT,24,21-11-11 10:23,1.69,14883,United Kingdom
549577,22418,10 COLOUR SPACEBOY PEN,24,11-04-11 8:16,0.85,14286,United Kingdom
572758,21775,DECORATIVE FLORE BATHROOM BOTTLE,2,25-10-11 18:39,2.46,,United Kingdom
557937,85087,CANDY SPOT CUSHION COVER,4,23-06-11 15:30,3.29,,United Kingdom
576618,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,15-11-11 17:00,5.79,,United Kingdom
550130,22835,HOT WATER BOTTLE I AM SO POORLY,4,14-04-11 13:17,4.65,14390,United Kingdom
566281,23247,BISCUIT TIN 50'S CHRISTMAS,2,11-09-11 14:15,2.89,12748,United Kingdom
579694,23389,SPACEBOY MINI BACKPACK,1,30-11-11 14:11,8.29,,United Kingdom
C570221,23206,LUNCH BAG APPLE DESIGN,-10,09-10-11 12:56,1.65,13113,United Kingdom
566621,22568,FELTCRAFT CUSHION OWL,12,14-09-11 9:22,3.75,15845,United Kingdom
573892,23198,PANTRY MAGNETIC  SHOPPING LIST,12,01-11-11 13:57,1.45,14911,EIRE
547079,22804,CANDLEHOLDER PINK HANGING HEART,2,20-03-11 15:02,2.95,15408,United Kingdom
553691,21164,HOME SWEET HOME METAL SIGN,2,18-05-11 14:08,2.95,15311,United Kingdom
554278,22405,MONEY BOX POCKET MONEY DESIGN,1,23-05-11 13:25,1.25,13831,United Kingdom
573166,22026,BANQUET BIRTHDAY  CARD,12,28-10-11 9:15,0.42,13089,United Kingdom
579279,22966,GINGERBREAD MAN COOKIE CUTTER,12,29-11-11 10:23,1.25,15298,United Kingdom
540915,22726,ALARM CLOCK BAKELIKE GREEN,4,12-01-11 12:00,3.75,13267,United Kingdom
556932,21314,SMALL GLASS HEART TRINKET POT,2,15-06-11 15:41,4.13,,United Kingdom
546031,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,09-03-11 9:11,4.95,13267,United Kingdom
575988,23504,PLAYING CARDS JUBILEE UNION JACK,12,13-11-11 14:18,1.25,13018,United Kingdom
572092,22491,PACK OF 12 COLOURED PENCILS,10,20-10-11 14:41,0.85,17125,United Kingdom
577615,22077,6 RIBBONS RUSTIC CHARM,12,21-11-11 10:22,1.95,12658,Germany
C574894,21843,RED RETROSPOT CAKE STAND,-2,07-11-11 14:43,10.95,12597,Spain
579881,23480,MINI LIGHTS WOODLAND MUSHROOMS,12,30-11-11 17:22,3.75,12429,Denmark
581538,84519B,CARROT CHARLIE+LOLA COASTER SET,1,09-12-11 11:34,1.25,14446,United Kingdom
C540152,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,05-01-11 11:21,2.95,12395,Belgium
548893,21318,GLASS CHALICE BLUE SMALL,1,04-04-11 15:54,3.29,,United Kingdom
569234,21981,PACK OF 12 WOODLAND TISSUES,12,02-10-11 15:33,0.39,17841,United Kingdom
563730,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,18-08-11 17:43,3.25,14221,United Kingdom
545050,22286,"DECORATION , WOBBLY RABBIT , METAL",12,27-02-11 11:57,1.65,15951,United Kingdom
566617,22698,PINK REGENCY TEACUP AND SAUCER,24,14-09-11 9:11,2.55,18092,United Kingdom
566757,21314,SMALL GLASS HEART TRINKET POT,1,14-09-11 15:54,4.13,,United Kingdom
576463,22601,CHRISTMAS RETROSPOT ANGEL WOOD,5,15-11-11 11:37,0.85,17974,United Kingdom
568716,22195,LARGE HEART MEASURING SPOONS,1,28-09-11 16:13,3.29,,United Kingdom
