"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Revenue" 
"568428","21922","UNION STRIPE WITH FRINGE  HAMMOCK",1,"27-09-11 11:27",7.95,"14419","United Kingdom",7.95
"548497","48194","DOORMAT HEARTS",4,"31-03-11 13:43",7.95,"13089","United Kingdom",31.8
"576556","23433","HANGING QUILTED PATCHWORK APPLES",24,"15-11-11 13:07",0.83,"14640","United Kingdom",19.92
"575694","21159","MOODY BOY  DOOR HANGER",1,"10-11-11 16:38",0.39,"12748","United Kingdom",0.39
"537850","16168M","FUNKY MONKEY GIFT BAG MEDIUM",24,"08-12-10 15:38",0.42,"16722","United Kingdom",10.08
"580753","21770","OPEN CLOSED METAL SIGN",2,"06-12-11 10:00",4.95,"12682","France",9.9
"548363","POST","POSTAGE",10,"30-03-11 15:48",40.0,"12428","Finland",400.0
"572058","22212","FOUR HOOK  WHITE LOVEBIRDS",1,"20-10-11 12:43",2.1,"18252","United Kingdom",2.1
"553538","22098","BOUDOIR SQUARE TISSUE BOX",5,"17-05-11 15:26",1.25,"15855","United Kingdom",6.25
"553239","21693","SMALL HAMMERED SILVER CANDLEPOT",6,"16-05-11 11:31",2.95,"16226","United Kingdom",17.7
"571289","23133","LARGE IVORY HEART WALL ORGANISER",6,"16-10-11 15:27",8.25,"15113","United Kingdom",49.5
"551284","82582","AREA PATROLLED METAL SIGN",1,"27-04-11 14:05",2.1,"15005","United Kingdom",2.1
"539442","22720","SET OF 3 CAKE TINS PANTRY DESIGN",3,"17-12-10 15:39",4.95,"16558","United Kingdom",14.85
"578942","22605","WOODEN CROQUET GARDEN SET",1,"27-11-11 13:29",14.95,"17288","United Kingdom",14.95
"581310","23344","JUMBO BAG 50'S CHRISTMAS",1,"08-12-11 11:43",2.08,"16442","United Kingdom",2.08
"579001","20728","LUNCH BAG CARS BLUE",3,"27-11-11 16:19",1.65,"15555","United Kingdom",4.95
"576601","85048","15CM CHRISTMAS GLASS BALL 20 LIGHTS",1,"15-11-11 15:10",7.95,"14595","United Kingdom",7.95
"545226","21002","ROSE DU SUD DRAWSTRING BAG",3,"01-03-11 9:33",4.25,"12428","Finland",12.75
"560875","22297","HEART IVORY TRELLIS SMALL",24,"21-07-11 15:12",1.25,"13562","United Kingdom",30.0
"550817","22829","SWEETHEART WIRE WALL TIDY",2,"20-04-11 17:00",9.95,"17946","United Kingdom",19.9
"576071","23571","TRADITIONAL NAUGHTS & CROSSES",1,"13-11-11 16:03",1.65,"18069","United Kingdom",1.65
"551305","22508","DOORSTOP RETROSPOT HEART",4,"27-04-11 14:58",3.75,"16145","United Kingdom",15.0
"577082","22086","PAPER CHAIN KIT 50'S CHRISTMAS",6,"17-11-11 15:31",2.95,"15811","United Kingdom",17.7
"568054","82484","WOOD BLACK BOARD ANT WHITE FINISH",2,"23-09-11 12:50",7.95,"16978","United Kingdom",15.9
"573748","22274","FELTCRAFT DOLL EMILY",6,"01-11-11 9:24",2.95,"14911","EIRE",17.7
"578255","21108","FAIRY CAKE FLANNEL ASSORTED COLOUR",9,"23-11-11 12:58",0.79,"14675","United Kingdom",7.11
"551516","21888","BINGO SET",1,"01-05-11 11:10",3.75,"14800","United Kingdom",3.75
"554489","22551","PLASTERS IN TIN SPACEBOY",12,"24-05-11 13:46",1.65,"17272","United Kingdom",19.8
"580160","POST","POSTAGE",7,"02-12-11 10:47",18.0,"12700","France",126.0
"577744","22727","ALARM CLOCK BAKELIKE RED",4,"21-11-11 13:58",3.75,"18229","United Kingdom",15.0
"568902","23395","BELLE JARDINIERE CUSHION COVER",4,"29-09-11 13:23",3.75,"13503","United Kingdom",15.0
"570209","22274","FELTCRAFT DOLL EMILY",1,"09-10-11 10:29",2.95,"16326","United Kingdom",2.95
"564849","21430","SET/3 RED GINGHAM ROSE STORAGE BOX",4,"30-08-11 15:42",3.75,"17675","United Kingdom",15.0
"545998","22838","3 TIER CAKE TIN RED AND CREAM",1,"08-03-11 14:35",14.95,"13373","United Kingdom",14.95
"572892","23190","BUNDLE OF 3 SCHOOL EXERCISE BOOKS",12,"26-10-11 14:20",1.65,"17017","United Kingdom",19.8
"578155","84692","BOX OF 24 COCKTAIL PARASOLS",1,"23-11-11 11:32",0.42,"12748","United Kingdom",0.42
"569923","84879","ASSORTED COLOUR BIRD ORNAMENT",16,"06-10-11 17:43",1.69,"16184","United Kingdom",27.04
"579527","22086","PAPER CHAIN KIT 50'S CHRISTMAS",12,"30-11-11 8:43",2.95,"18210","United Kingdom",35.4
"576911","48187","DOORMAT NEW ENGLAND",1,"17-11-11 10:01",8.25,"17461","United Kingdom",8.25
"569631","22560","TRADITIONAL MODELLING CLAY",24,"05-10-11 11:53",1.25,"13483","United Kingdom",30.0
"555488","20727","LUNCH BAG  BLACK SKULL.",2,"03-06-11 13:43",1.65,"16942","United Kingdom",3.3
"540515","21166","COOK WITH WINE METAL SIGN",4,"09-01-11 11:54",1.95,"15059","United Kingdom",7.8
"543191","21448","12 DAISY PEGS IN WOOD BOX",4,"04-02-11 11:54",1.65,"13137","United Kingdom",6.6
"537604","21210","SET OF 72 RETROSPOT PAPER  DOILIES",12,"07-12-10 13:01",1.45,"13488","United Kingdom",17.4
"581098","23326","HANGING MINI COLOURED BOTTLES",48,"07-12-11 11:42",0.63,"14911","EIRE",30.24
"539461","22835","HOT WATER BOTTLE I AM SO POORLY",4,"19-12-10 10:21",4.65,"17243","United Kingdom",18.6
"563328","82580","BATHROOM METAL SIGN",1,"15-08-11 13:07",0.55,"14606","United Kingdom",0.55
"575732","22865","HAND WARMER OWL DESIGN",12,"11-11-11 8:19",2.1,"12712","Germany",25.2
"545748","22982","PANTRY PASTRY BRUSH",72,"07-03-11 11:52",1.06,"17381","United Kingdom",76.32
"581006","23244","ROUND STORAGE TIN VINTAGE LEAF",6,"07-12-11 8:45",1.95,"14911","EIRE",11.7
"562542","22819","BIRTHDAY CARD, RETRO SPOT",12,"05-08-11 15:40",0.42,"17377","United Kingdom",5.04
"549947","21625","VINTAGE UNION JACK APRON",3,"13-04-11 12:47",6.95,"18260","United Kingdom",20.85
"579001","23583","LUNCH BAG PAISLEY PARK",5,"27-11-11 16:19",1.65,"15555","United Kingdom",8.25
"550464","22131","FOOD CONTAINER SET 3 LOVE HEART",4,"18-04-11 13:30",1.95,"16550","United Kingdom",7.8
"579196","21929","JUMBO BAG PINK VINTAGE PAISLEY",1,"28-11-11 15:54",4.13,"14096","United Kingdom",4.13
"563205","23345","DOLLY GIRL BEAKER",2,"14-08-11 12:03",1.25,"14040","United Kingdom",2.5
"580502","23355","HOT WATER BOTTLE KEEP CALM",1,"04-12-11 13:15",4.95,"16931","United Kingdom",4.95
"574036","21262","WHITE GOOSE FEATHER CHRISTMAS TREE",12,"02-11-11 12:46",2.95,"16607","United Kingdom",35.4
"538370","21894","POTTING SHED SEED ENVELOPES",1,"12-12-10 11:06",1.25,"16923","United Kingdom",1.25
"541712","21095","SET/6 POSIES PAPER PLATES",2,"21-01-11 11:19",0.85,"17890","United Kingdom",1.7
"577106","20728","LUNCH BAG CARS BLUE",1,"17-11-11 17:18",1.65,"14456","United Kingdom",1.65
"574308","23351","ROLL WRAP 50'S CHRISTMAS",12,"03-11-11 16:45",1.25,"16409","United Kingdom",15.0
"557898","20686","DOLLY MIXTURE CHILDREN'S UMBRELLA",6,"23-06-11 14:35",3.25,"17314","United Kingdom",19.5
"567899","23263","SET OF 3 WOODEN HEART DECORATIONS",24,"22-09-11 16:26",1.25,"14911","EIRE",30.0
"567165","21155","RED RETROSPOT PEG BAG",1,"18-09-11 11:58",2.55,"17841","United Kingdom",2.55
"548863","48173C","DOORMAT BLACK FLOCK",10,"04-04-11 13:57",6.75,"15311","United Kingdom",67.5
"569332","84596F","SMALL MARSHMALLOWS PINK BOWL",4,"03-10-11 13:46",0.42,"12637","France",1.68
"547690","22531","MAGIC DRAWING SLATE CIRCUS PARADE",24,"24-03-11 14:56",0.42,"16063","United Kingdom",10.08
"569486","22142","CHRISTMAS CRAFT WHITE FAIRY",2,"04-10-11 12:51",1.45,"15339","United Kingdom",2.9
"574956","23502","PLAYING CARDS VINTAGE DOILY",12,"08-11-11 9:54",1.25,"16732","United Kingdom",15.0
"578013","22314","OFFICE MUG WARMER CHOC+BLUE",1,"22-11-11 12:55",2.95,"17360","United Kingdom",2.95
"563748","22974","CHILDRENS DOLLY GIRL MUG",12,"19-08-11 10:06",1.65,"16170","United Kingdom",19.8
"553009","82581","TOILET METAL SIGN",1,"12-05-11 16:52",0.55,"13601","United Kingdom",0.55
"541575","21244","BLUE POLKADOT PLATE",8,"19-01-11 13:21",1.69,"15311","United Kingdom",13.52
"542797","21829","DINOSAUR KEYRINGS ASSORTED",36,"01-02-11 11:08",0.21,"17884","United Kingdom",7.56
"547937","84199","GLOW IN DARK DOLPHINS",4,"28-03-11 14:27",0.21,"15068","United Kingdom",0.84
"539978","21199","PINK  HEART CONFETTI IN TUBE",48,"23-12-10 14:06",0.42,"13165","United Kingdom",20.16
"568472","20726","LUNCH BAG WOODLAND",10,"27-09-11 11:50",1.65,"12517","Germany",16.5
"552260","21891","TRADITIONAL WOODEN SKIPPING ROPE",24,"08-05-11 11:21",1.45,"17002","United Kingdom",34.8
"556791","23032","DRAWER KNOB CRACKLE GLAZE IVORY",3,"14-06-11 13:51",1.65,"16928","United Kingdom",4.95
"543459","21094","SET/6 RED SPOTTY PAPER PLATES",12,"08-02-11 13:28",0.85,"12599","France",10.2
"564189","82484","WOOD BLACK BOARD ANT WHITE FINISH",2,"23-08-11 15:34",7.95,"14769","United Kingdom",15.9
"536778","20970","PINK FLORAL FELTCRAFT SHOULDER BAG",4,"02-12-10 15:03",3.75,"13138","United Kingdom",15.0
"565401","22080","RIBBON REEL POLKADOTS",5,"02-09-11 17:38",1.65,"16686","United Kingdom",8.25
"562389","21746","SMALL RED RETROSPOT WINDMILL",24,"04-08-11 15:55",1.25,"16531","United Kingdom",30.0
"571121","22835","HOT WATER BOTTLE I AM SO POORLY",8,"14-10-11 9:21",4.95,"18228","United Kingdom",39.6
"544459","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",192,"20-02-11 13:52",0.29,"17838","United Kingdom",55.68
"580153","21165","BEWARE OF THE CAT METAL SIGN",12,"02-12-11 10:23",1.69,"12762","Portugal",20.28
"574545","22495","SET OF 2 ROUND TINS CAMEMBERT",4,"04-11-11 14:54",2.95,"17084","United Kingdom",11.8
"549302","22465","HANGING METAL STAR LANTERN",12,"08-04-11 8:25",1.65,"14246","United Kingdom",19.8
"571848","72807C","SET/3 VANILLA SCENTED CANDLE IN BOX",4,"19-10-11 12:50",4.25,"13576","United Kingdom",17.0
"562939","20749","ASSORTED COLOUR MINI CASES",2,"11-08-11 8:37",7.95,"15498","United Kingdom",15.9
"578705","21226","POCKET MIRROR WOODLAND",5,"25-11-11 11:12",1.25,"12531","Germany",6.25
"568583","85099C","JUMBO  BAG BAROQUE BLACK WHITE",3,"28-09-11 10:09",2.08,"15584","United Kingdom",6.24
"554088","21292","SMALL STRIPES CHOCOLATE GIFT BAG",32,"22-05-11 12:12",0.85,"16801","United Kingdom",27.2
"568709","22970","LONDON BUS COFFEE MUG",2,"28-09-11 15:42",2.55,"15036","United Kingdom",5.1
"571654","72586","SET OF 6 HALLOWEEN GHOST T-LIGHTS",2,"18-10-11 12:17",0.42,"18118","United Kingdom",0.84
"575323","22138","BAKING SET 9 PIECE RETROSPOT",3,"09-11-11 13:37",4.95,"15392","United Kingdom",14.85
"546430","22175","PINK OWL SOFT TOY",3,"13-03-11 15:55",2.95,"15918","United Kingdom",8.85
"581352","22675","FRENCH KITCHEN SIGN BLUE METAL",2,"08-12-11 12:26",1.25,"14698","United Kingdom",2.5
"540453","22028","PENNY FARTHING BIRTHDAY CARD",12,"07-01-11 11:54",0.42,"13426","United Kingdom",5.04
"555284","23170","REGENCY TEA PLATE ROSES",24,"02-06-11 9:37",1.45,"14298","United Kingdom",34.8
"545301","POST","POSTAGE",4,"01-03-11 12:26",18.0,"12679","France",72.0
"565846","22360","GLASS JAR ENGLISH CONFECTIONERY",2,"07-09-11 12:41",2.95,"14606","United Kingdom",5.9
"570983","47591D","PINK FAIRY CAKE CHILDRENS APRON",8,"13-10-11 11:57",1.95,"14963","United Kingdom",15.6
"572281","23323","WHITE WICKER STAR",3,"23-10-11 11:10",2.1,"17211","United Kingdom",6.3
"544460","21383","PACK OF 12 STICKY BUNNIES",6,"20-02-11 14:01",0.65,"16931","United Kingdom",3.9
"574477","22488","NATURAL SLATE RECTANGLE CHALKBOARD",3,"04-11-11 12:21",1.65,"15453","United Kingdom",4.95
"569570","15056BL","EDWARDIAN PARASOL BLACK",180,"05-10-11 10:06",4.95,"16684","United Kingdom",891.0
"554382","21746","SMALL RED RETROSPOT WINDMILL",20,"24-05-11 11:55",1.25,"17365","United Kingdom",25.0
"540169","22847","BREAD BIN DINER STYLE IVORY",1,"05-01-11 12:20",16.95,"14527","United Kingdom",16.95
"567476","23156","SET OF 5 MINI GROCERY MAGNETS",12,"20-09-11 13:19",2.08,"14859","United Kingdom",24.96
"565446","22738","RIBBON REEL SNOWY VILLAGE",10,"04-09-11 15:19",1.65,"16057","United Kingdom",16.5
"555383","22384","LUNCH BAG PINK POLKADOT",1,"02-06-11 15:13",1.65,"12517","Germany",1.65
"548318","21217","RED RETROSPOT ROUND CAKE TINS",12,"30-03-11 12:45",8.95,"13113","United Kingdom",107.4
"576236","21485","RETROSPOT HEART HOT WATER BOTTLE",2,"14-11-11 13:31",4.95,"13755","United Kingdom",9.9
"579154","22727","ALARM CLOCK BAKELIKE RED",2,"28-11-11 13:27",3.75,"17218","United Kingdom",7.5
"564304","22381","TOY TIDY PINK POLKADOT",2,"24-08-11 12:11",2.1,"14527","United Kingdom",4.2
"559009","23344","JUMBO BAG 50'S CHRISTMAS",4,"05-07-11 12:47",2.08,"15549","United Kingdom",8.32
"571065","22131","FOOD CONTAINER SET 3 LOVE HEART",6,"13-10-11 14:59",1.95,"12613","Germany",11.7
"569565","23547","WRAP FLOWER SHOP",25,"05-10-11 9:52",0.42,"16722","United Kingdom",10.5
"573347","23353","6 GIFT TAGS VINTAGE CHRISTMAS",1,"30-10-11 12:26",0.83,"13137","United Kingdom",0.83
"574682","21122","SET/10 PINK POLKADOT PARTY CANDLES",1,"06-11-11 12:44",1.25,"14963","United Kingdom",1.25
"552467","22993","SET OF 4 PANTRY JELLY MOULDS",24,"09-05-11 15:29",1.25,"15249","United Kingdom",30.0
"579571","23318","BOX OF 6 MINI VINTAGE CRACKERS",4,"30-11-11 11:48",2.49,"16657","United Kingdom",9.96
"572103","21382","SET/4 SPRING FLOWER DECORATION",4,"20-10-11 15:57",0.75,"17571","United Kingdom",3.0
"549293","20717","STRAWBERRY SHOPPER BAG",4,"07-04-11 19:16",1.25,"17883","United Kingdom",5.0
"570503","23348","CHILDRENS TOY COOKING UTENSIL SET",1,"11-10-11 9:26",2.08,"17965","United Kingdom",2.08
"579555","23301","GARDENERS KNEELING PAD KEEP CALM",2,"30-11-11 11:08",1.65,"16241","United Kingdom",3.3
"564380","22161","HEART DECORATION RUSTIC HANGING",24,"25-08-11 10:39",0.19,"14314","United Kingdom",4.56
"552693","15034","PAPER POCKET TRAVELING FAN",12,"10-05-11 15:22",0.14,"12748","United Kingdom",1.68
"548952","22859","EASTER TIN BUNNY BOUQUET",2,"05-04-11 10:46",1.65,"15572","United Kingdom",3.3
"566273","21974","SET OF 36 PAISLEY FLOWER DOILIES",12,"11-09-11 13:56",1.45,"14720","United Kingdom",17.4
"574514","84947","ANTIQUE SILVER TEA GLASS ENGRAVED",72,"04-11-11 13:34",1.06,"15311","United Kingdom",76.32
"553923","21212","PACK OF 72 RETROSPOT CAKE CASES",24,"20-05-11 9:30",0.55,"13266","United Kingdom",13.2
"569471","22736","RIBBON REEL MAKING SNOWMEN",5,"04-10-11 12:38",1.65,"15046","United Kingdom",8.25
"579943","23493","VINTAGE DOILY TRAVEL SEWING KIT",10,"01-12-11 10:38",1.95,"13040","United Kingdom",19.5
"579141","22745","POPPY'S PLAYHOUSE BEDROOM",3,"28-11-11 13:06",2.1,"17019","United Kingdom",6.3
"551280","90201D","GREEN ENAMEL FLOWER RING",3,"27-04-11 13:31",2.95,"16016","United Kingdom",8.85
"552550","22621","TRADITIONAL KNITTING NANCY",48,"10-05-11 10:43",1.45,"13881","United Kingdom",69.6
"573587","22386","JUMBO BAG PINK POLKADOT",10,"31-10-11 14:48",2.08,"18257","United Kingdom",20.8
"569224","22508","DOORSTOP RETROSPOT HEART",1,"02-10-11 14:00",3.75,"15701","United Kingdom",3.75
"575846","22550","HOLIDAY FUN LUDO",2,"11-11-11 12:07",3.75,"17364","United Kingdom",7.5
"544115","20975","12 PENCILS SMALL TUBE RED RETROSPOT",24,"16-02-11 11:45",0.65,"12727","France",15.6
"561773","84836","ZINC METAL HEART DECORATION",1,"29-07-11 12:41",1.25,"17841","United Kingdom",1.25
"549251","22565","FELTCRAFT HAIRBANDS PINK AND WHITE",4,"07-04-11 12:16",0.85,"14449","United Kingdom",3.4
"540499","22627","MINT KITCHEN SCALES",2,"09-01-11 10:21",8.5,"16923","United Kingdom",17.0
"550994","21243","PINK  POLKADOT PLATE",12,"21-04-11 19:55",1.69,"14562","United Kingdom",20.28
"540178","21212","PACK OF 72 RETROSPOT CAKE CASES",24,"05-01-11 12:42",0.55,"12681","France",13.2
"572300","23344","JUMBO BAG 50'S CHRISTMAS",2,"23-10-11 14:40",2.08,"18005","United Kingdom",4.16
"541271","22669","RED BABY BUNTING",6,"17-01-11 11:12",2.95,"12388","Australia",17.7
"575049","23267","SET OF 4 SANTA PLACE SETTINGS",12,"08-11-11 12:13",1.25,"12721","France",15.0
"572219","82551","LAUNDRY 15C METAL SIGN",2,"21-10-11 13:17",1.45,"17463","United Kingdom",2.9
"543392","84978","HANGING HEART JAR T-LIGHT HOLDER",72,"08-02-11 10:15",1.06,"16839","United Kingdom",76.32
"571717","23263","SET OF 3 WOODEN HEART DECORATIONS",2,"18-10-11 17:10",1.25,"14381","United Kingdom",2.5
"552290","22355","CHARLOTTE BAG SUKI DESIGN",1,"08-05-11 13:32",0.85,"16007","United Kingdom",0.85
"573311","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",1,"28-10-11 16:45",2.08,"14071","United Kingdom",2.08
"577057","22449","SILK PURSE BABUSHKA PINK",1,"17-11-11 14:26",3.35,"12748","United Kingdom",3.35
"556462","21770","OPEN CLOSED METAL SIGN",1,"12-06-11 10:46",4.95,"14450","United Kingdom",4.95
"570232","22692","DOORMAT WELCOME TO OUR HOME",2,"09-10-11 13:58",8.25,"14040","United Kingdom",16.5
"558996","22193","RED DINER WALL CLOCK",2,"05-07-11 12:11",8.5,"13085","United Kingdom",17.0
"544087","22274","FELTCRAFT DOLL EMILY",2,"15-02-11 17:02",2.95,"17530","United Kingdom",5.9
"550296","22677","FRENCH BLUE METAL DOOR SIGN 2",1,"15-04-11 15:54",1.25,"13742","United Kingdom",1.25
"539654","22560","TRADITIONAL MODELLING CLAY",24,"20-12-10 17:05",1.25,"17340","United Kingdom",30.0
"576503","72741","GRAND CHOCOLATECANDLE",9,"15-11-11 11:56",1.45,"17540","United Kingdom",13.05
"545428","21896","POTTING SHED TWINE",6,"02-03-11 14:43",2.1,"14239","United Kingdom",12.6
"575607","22738","RIBBON REEL SNOWY VILLAGE",1,"10-11-11 12:37",3.29,"14096","United Kingdom",3.29
"574227","23094","LE GRAND TRAY CHIC SET",1,"03-11-11 12:18",12.5,"16992","United Kingdom",12.5
"570076","21206","STRAWBERRY HONEYCOMB  GARLAND",12,"07-10-11 11:17",1.65,"15738","United Kingdom",19.8
"565648","23213","STAR WREATH DECORATION WITH BELL",1,"05-09-11 16:22",1.25,"18196","United Kingdom",1.25
"575851","23232","WRAP VINTAGE LEAF DESIGN",25,"11-11-11 12:13",0.42,"14662","United Kingdom",10.5
"551895","22922","FRIDGE MAGNETS US DINER ASSORTED",12,"05-05-11 10:22",0.85,"12877","United Kingdom",10.2
"556419","21754","HOME BUILDING BLOCK WORD",3,"10-06-11 12:30",5.95,"15411","United Kingdom",17.85
"560300","22669","RED BABY BUNTING",5,"18-07-11 10:29",2.95,"14911","EIRE",14.75
"580403","22476","EMPIRE UNION JACK TV DINNER TRAY",3,"04-12-11 11:56",1.95,"17858","United Kingdom",5.85
"571895","22544","MINI JIGSAW SPACEBOY",24,"19-10-11 14:14",0.42,"17824","United Kingdom",10.08
"567329","22192","BLUE DINER WALL CLOCK",4,"19-09-11 14:43",8.5,"13416","United Kingdom",34.0
"573093","23352","ROLL WRAP 50'S RED CHRISTMAS",2,"27-10-11 14:38",1.25,"18283","United Kingdom",2.5
"536874","85099B","JUMBO BAG RED RETROSPOT",3,"03-12-10 11:35",1.95,"16891","United Kingdom",5.85
"563241","16161P","WRAP ENGLISH ROSE",50,"15-08-11 10:22",0.42,"12758","Portugal",21.0
"556474","22386","JUMBO BAG PINK POLKADOT",1,"12-06-11 12:01",2.08,"16007","United Kingdom",2.08
"574684","23201","JUMBO BAG ALPHABET",10,"06-11-11 12:56",1.79,"17581","United Kingdom",17.9
"553060","22740","POLKADOT PEN",48,"13-05-11 10:44",0.85,"15826","United Kingdom",40.8
"569524","20685","DOORMAT RED RETROSPOT",2,"04-10-11 14:42",8.25,"14506","United Kingdom",16.5
"541172","84817","DANISH ROSE DECORATIVE PLATE",24,"14-01-11 11:47",0.42,"13854","United Kingdom",10.08
"559357","22750","FELTCRAFT PRINCESS LOLA DOLL",1,"07-07-11 18:56",3.75,"17107","United Kingdom",3.75
"560590","22908","PACK OF 20 NAPKINS RED APPLES",12,"19-07-11 15:55",0.85,"12560","Germany",10.2
"563928","82551","LAUNDRY 15C METAL SIGN",1,"21-08-11 15:17",1.45,"17059","United Kingdom",1.45
"566734","20974","12 PENCILS SMALL TUBE SKULL",2,"14-09-11 14:09",0.65,"16910","United Kingdom",1.3
"553894","23050","RECYCLED ACAPULCO MAT GREEN",2,"19-05-11 17:15",8.25,"13658","United Kingdom",16.5
"557570","22366","DOORMAT AIRMAIL",1,"21-06-11 10:48",7.95,"15998","United Kingdom",7.95
"543924","21158","MOODY GIRL DOOR HANGER",1,"14-02-11 14:14",1.45,"16904","United Kingdom",1.45
"546681","21891","TRADITIONAL WOODEN SKIPPING ROPE",12,"16-03-11 8:29",1.25,"16297","United Kingdom",15.0
"580907","22178","VICTORIAN GLASS HANGING T-LIGHT",12,"06-12-11 13:13",1.95,"13507","United Kingdom",23.4
"579069","23119","PACK OF 6 LARGE FRUIT STRAWS",12,"28-11-11 10:31",0.62,"14911","EIRE",7.44
"577728","84029G","KNITTED UNION FLAG HOT WATER BOTTLE",2,"21-11-11 12:52",4.25,"17811","United Kingdom",8.5
"544470","22109","FULL ENGLISH BREAKFAST PLATE",4,"21-02-11 8:38",3.75,"12707","France",15.0
"545224","22377","BOTTLE BAG RETROSPOT",5,"01-03-11 9:03",2.1,"17068","United Kingdom",10.5
"569524","22077","6 RIBBONS RUSTIC CHARM",5,"04-10-11 14:42",1.95,"14506","United Kingdom",9.75
"570111","23391","I LOVE LONDON MINI BACKPACK",2,"07-10-11 12:28",4.15,"15005","United Kingdom",8.3
"569843","22065","CHRISTMAS PUDDING TRINKET POT",6,"06-10-11 13:29",0.39,"14449","United Kingdom",2.34
"570002","21137","BLACK RECORD COVER FRAME",4,"07-10-11 9:16",3.75,"12477","Germany",15.0
"569229","22402","MAGNETS PACK OF 4 VINTAGE COLLAGE",1,"02-10-11 14:56",0.39,"14502","United Kingdom",0.39
"578998","22551","PLASTERS IN TIN SPACEBOY",3,"27-11-11 16:05",1.65,"15436","United Kingdom",4.95
"567890","23375","50'S CHRISTMAS PAPER GIFT BAG",10,"22-09-11 15:40",0.82,"14125","United Kingdom",8.2
"562454","22892","SET OF SALT AND PEPPER TOADSTOOLS",12,"05-08-11 10:31",1.25,"15128","United Kingdom",15.0
"562046","22273","FELTCRAFT DOLL MOLLY",6,"02-08-11 10:34",2.95,"12378","Switzerland",17.7
"547243","22264","FELT FARM ANIMAL WHITE BUNNY",2,"21-03-11 16:59",0.85,"17231","United Kingdom",1.7
"547490","22776","SWEETHEART CAKESTAND 3 TIER",1,"23-03-11 11:48",9.95,"17507","United Kingdom",9.95
"541585","22167","OVAL WALL MIRROR DIAMANTE",2,"19-01-11 14:22",9.95,"14180","United Kingdom",19.9
"557525","22954","HEN PARTY CORDON BARRIER TAPE",12,"21-06-11 9:26",1.25,"12759","Netherlands",15.0
"575867","22488","NATURAL SLATE RECTANGLE CHALKBOARD",8,"11-11-11 12:44",1.65,"15034","United Kingdom",13.2
"537135","22111","SCOTTIE DOG HOT WATER BOTTLE",1,"05-12-10 12:35",4.95,"17059","United Kingdom",4.95
"549852","22088","PAPER BUNTING COLOURED LACE",6,"12-04-11 15:08",2.95,"14289","United Kingdom",17.7
"555095","23230","WRAP ALPHABET DESIGN",25,"31-05-11 13:32",0.42,"12540","Spain",10.5
"554275","21975","PACK OF 60 DINOSAUR CAKE CASES",4,"23-05-11 13:17",0.55,"14903","United Kingdom",2.2
"577519","20985","HEART CALCULATOR",10,"20-11-11 13:20",1.25,"15044","United Kingdom",12.5
"545580","85099C","JUMBO  BAG BAROQUE BLACK WHITE",10,"04-03-11 8:43",1.95,"13931","United Kingdom",19.5
"545226","22916","HERB MARKER THYME",12,"01-03-11 9:33",0.65,"12428","Finland",7.8
"542401","22480","RED TEA TOWEL CLASSIC DESIGN",12,"27-01-11 15:51",1.25,"14541","United Kingdom",15.0
"566789","21823","PAINTED METAL HEART WITH HOLLY BELL",12,"15-09-11 10:35",1.45,"13134","United Kingdom",17.4
"540526","20772","GARDEN PATH JOURNAL",1,"09-01-11 13:41",2.55,"14606","United Kingdom",2.55
"575707","20615","BLUE POLKADOT PASSPORT COVER",20,"10-11-11 17:16",0.75,"12538","Spain",15.0
"577550","20728","LUNCH BAG CARS BLUE",10,"20-11-11 15:05",1.65,"17738","United Kingdom",16.5
"572992","23084","RABBIT NIGHT LIGHT",48,"27-10-11 10:57",1.79,"12681","France",85.92
"567864","23167","SMALL CERAMIC TOP STORAGE JAR",12,"22-09-11 14:10",0.83,"16236","United Kingdom",9.96
"564670","21197","MULTICOLOUR  CONFETTI IN TUBE",12,"26-08-11 15:44",1.65,"12683","France",19.8
"554812","22998","TRAVEL CARD WALLET KEEP CALM",18,"26-05-11 13:21",0.42,"15005","United Kingdom",7.56
"544900","21467","CHERRY CROCHET FOOD COVER",6,"24-02-11 12:41",3.75,"15121","United Kingdom",22.5
"577698","21027","NINJA RABBIT PINK",4,"21-11-11 12:05",1.25,"14963","United Kingdom",5.0
"575132","22381","TOY TIDY PINK POLKADOT",5,"08-11-11 14:44",2.1,"18177","United Kingdom",10.5
"563012","23333","IVORY WICKER HEART MEDIUM",3,"11-08-11 12:00",1.25,"17284","United Kingdom",3.75
"577174","23223","CHRISTMAS TREE HANGING SILVER",1,"18-11-11 10:58",0.83,"17841","United Kingdom",0.83
"551471","22558","CLOTHES PEGS RETROSPOT PACK 24",1,"28-04-11 16:40",1.65,"16370","United Kingdom",1.65
"580261","15056P","EDWARDIAN PARASOL PINK",6,"02-12-11 12:40",5.95,"16038","United Kingdom",35.7
"536576","20727","LUNCH BAG  BLACK SKULL.",60,"01-12-10 16:11",1.45,"13777","United Kingdom",87.0
"544406","21896","POTTING SHED TWINE",1,"18-02-11 13:26",2.1,"16726","United Kingdom",2.1
"560876","22818","CARD CHRISTMAS VILLAGE",12,"21-07-11 15:14",0.42,"12626","Germany",5.04
"549771","22207","FRYING PAN UNION FLAG",5,"12-04-11 11:43",4.25,"14669","United Kingdom",21.25
