Rank,CustomerID,Country,Revenue,Orders,AOV
1256,14138,United Kingdom,51.2,2,25.6
1257,13151,United Kingdom,51.15,1,51.15
1258,15826,United Kingdom,51.0,2,25.5
1259,15611,United Kingdom,51.0,1,51.0
1260,14440,United Kingdom,51.0,1,51.0
1261,14001,United Kingdom,51.0,1,51.0
1262,16059,United Kingdom,50.95,4,12.74
1263,12729,France,50.85,1,50.85
1264,14541,United Kingdom,50.75,3,16.92
1265,13141,United Kingdom,50.7,3,16.9
1266,14113,United Kingdom,50.6,1,50.6
1267,18125,United Kingdom,50.6,3,16.87
1268,14698,United Kingdom,50.6,5,10.12
1269,16271,United Kingdom,50.55,4,12.64
1270,15145,United Kingdom,50.5,3,16.83
1271,14332,United Kingdom,50.4,1,50.4
1272,16624,United Kingdom,50.4,2,25.2
1273,14921,United Kingdom,50.4,1,50.4
1274,15671,United Kingdom,50.4,2,25.2
1275,15158,United Kingdom,50.4,1,50.4
1276,14971,United Kingdom,50.349999999999994,2,25.17
1277,14307,United Kingdom,50.31,3,16.77
1278,12708,Germany,50.28,3,16.76
1279,14299,United Kingdom,50.28,2,25.14
1280,13931,United Kingdom,50.260000000000005,2,25.13
1281,16350,United Kingdom,50.25,2,25.12
1282,15433,United Kingdom,50.16,1,50.16
1283,14488,United Kingdom,50.16,1,50.16
1284,14544,United Kingdom,50.1,2,25.05
1285,14738,United Kingdom,50.1,2,25.05
1286,15058,United Kingdom,50.1,4,12.52
1287,16062,United Kingdom,50.04,2,25.02
1288,14312,United Kingdom,50.01,3,16.67
1289,14289,United Kingdom,49.92,2,24.96
1290,15116,United Kingdom,49.92,1,49.92
1291,16268,United Kingdom,49.81,1,49.81
1292,13695,United Kingdom,49.8,2,24.9
1293,14790,United Kingdom,49.68,2,24.84
1294,13122,United Kingdom,49.56,1,49.56
1295,18211,United Kingdom,49.53,3,16.51
1296,16979,United Kingdom,49.5,2,24.75
1297,12875,United Kingdom,49.47,1,49.47
1298,14158,United Kingdom,49.06,1,49.06
1299,12833,United Kingdom,48.900000000000006,1,48.9
1300,18151,United Kingdom,48.7,1,48.7
1301,15506,United Kingdom,48.68,2,24.34
1302,15022,United Kingdom,48.650000000000006,2,24.33
1303,17451,United Kingdom,48.599999999999994,3,16.2
1304,15211,United Kingdom,48.540000000000006,2,24.27
1305,17368,United Kingdom,48.489999999999995,2,24.24
1306,13736,United Kingdom,48.449999999999996,2,24.22
1307,17649,United Kingdom,48.400000000000006,1,48.4
1308,15810,United Kingdom,48.4,1,48.4
1309,12547,Spain,48.4,2,24.2
1310,17144,United Kingdom,48.3,2,24.15
1311,13675,United Kingdom,48.3,1,48.3
1312,16875,United Kingdom,48.3,2,24.15
1313,16573,United Kingdom,48.099999999999994,2,24.05
1314,13280,United Kingdom,48.0,3,16.0
1315,14128,United Kingdom,48.0,2,24.0
1316,16918,United Kingdom,47.85,3,15.95
1317,14323,United Kingdom,47.7,1,47.7
1318,17492,United Kingdom,47.7,1,47.7
1319,12672,France,47.7,1,47.7
1320,14896,United Kingdom,47.7,2,23.85
1321,16950,United Kingdom,47.64,1,47.64
1322,17590,United Kingdom,47.59,3,15.86
1323,12654,Germany,47.58,3,15.86
1324,17237,United Kingdom,47.550000000000004,1,47.55
1325,15258,United Kingdom,47.4,2,23.7
1326,17111,United Kingdom,47.4,1,47.4
1327,16188,United Kingdom,47.4,3,15.8
1328,13924,United Kingdom,47.4,2,23.7
1329,12611,Italy,47.4,1,47.4
1330,13531,United Kingdom,47.4,2,23.7
1331,14102,United Kingdom,47.35,2,23.68
1332,16007,United Kingdom,47.160000000000004,4,11.79
1333,15508,United Kingdom,47.160000000000004,4,11.79
1334,14540,United Kingdom,47.1,2,23.55
1335,12402,Belgium,47.099999999999994,1,47.1
1336,17372,United Kingdom,47.07,6,7.84
1337,16245,United Kingdom,47.0,2,23.5
1338,13500,United Kingdom,46.85,2,23.42
1339,12394,Belgium,46.84,1,46.84
1340,15618,United Kingdom,46.84,1,46.84
1341,15096,United Kingdom,46.8,1,46.8
1342,17498,United Kingdom,46.7,1,46.7
1343,17236,United Kingdom,46.68,2,23.34
1344,15819,United Kingdom,46.64,2,23.32
1345,12630,Finland,46.56,1,46.56
1346,15827,United Kingdom,46.55,3,15.52
1347,15421,United Kingdom,46.5,2,23.25
1348,16474,United Kingdom,46.3,5,9.26
1349,14662,United Kingdom,46.24,3,15.41
1350,14315,United Kingdom,46.2,2,23.1
1351,16444,United Kingdom,46.089999999999996,2,23.04
1352,16313,United Kingdom,46.08,2,23.04
1353,15297,United Kingdom,45.980000000000004,1,45.98
1354,16791,United Kingdom,45.949999999999996,4,11.49
1355,13979,United Kingdom,45.900000000000006,1,45.9
1356,16369,United Kingdom,45.9,3,15.3
1357,15466,United Kingdom,45.85,1,45.85
1358,17913,United Kingdom,45.7,2,22.85
1359,15179,United Kingdom,45.65,1,45.65
1360,13005,United Kingdom,45.6,1,45.6
1361,14587,United Kingdom,45.56,5,9.11
1362,17073,United Kingdom,45.55,3,15.18
1363,15654,United Kingdom,45.45,1,45.45
1364,16969,United Kingdom,45.45,2,22.72
1365,14523,United Kingdom,45.36,1,45.36
1366,16637,United Kingdom,45.36,1,45.36
1367,15680,United Kingdom,45.35,3,15.12
1368,16825,United Kingdom,45.3,1,45.3
1369,16168,United Kingdom,45.3,2,22.65
1370,14214,United Kingdom,45.3,2,22.65
1371,18016,United Kingdom,45.27,1,45.27
1372,17692,United Kingdom,45.26,1,45.26
1373,15426,United Kingdom,45.24,4,11.31
1374,14360,United Kingdom,45.24,3,15.08
1375,13583,United Kingdom,45.239999999999995,1,45.24
1376,14703,United Kingdom,45.18,1,45.18
1377,18202,United Kingdom,45.120000000000005,2,22.56
1378,17027,United Kingdom,45.07,2,22.54
1379,13167,United Kingdom,45.04,2,22.52
1380,14631,United Kingdom,45.0,2,22.5
1381,17671,United Kingdom,45.0,1,45.0
1382,14681,United Kingdom,45.0,1,45.0
1383,17749,United Kingdom,45.0,1,45.0
1384,16863,United Kingdom,45.0,1,45.0
1385,15691,United Kingdom,45.0,1,45.0
1386,16431,United Kingdom,45.0,1,45.0
1387,17679,United Kingdom,45.0,1,45.0
1388,12453,Austria,44.85,1,44.85
1389,13690,United Kingdom,44.85,1,44.85
1390,14511,United Kingdom,44.8,1,44.8
1391,16091,United Kingdom,44.760000000000005,2,22.38
1392,14290,United Kingdom,44.7,3,14.9
1393,15453,United Kingdom,44.67,5,8.93
1394,12925,United Kingdom,44.64,2,22.32
1395,14293,United Kingdom,44.55,1,44.55
1396,14608,United Kingdom,44.55,1,44.55
1397,13481,United Kingdom,44.46,3,14.82
1398,12937,United Kingdom,44.26,2,22.13
1399,16529,United Kingdom,44.25,1,44.25
1400,16207,United Kingdom,44.2,1,44.2
1401,14898,United Kingdom,44.03,1,44.03
1402,12910,United Kingdom,43.9,2,21.95
1403,16495,United Kingdom,43.85,2,21.92
1404,18154,United Kingdom,43.8,2,21.9
1405,17071,United Kingdom,43.8,3,14.6
1406,17169,United Kingdom,43.760000000000005,2,21.88
1407,17685,United Kingdom,43.68,3,14.56
1408,15009,United Kingdom,43.6,3,14.53
1409,16332,United Kingdom,43.55,3,14.52
1410,12523,France,43.5,3,14.5
1411,16347,United Kingdom,43.35,1,43.35
1412,13804,United Kingdom,43.32,3,14.44
1413,16910,United Kingdom,43.25,8,5.41
1414,14431,United Kingdom,43.2,1,43.2
1415,13882,United Kingdom,43.2,1,43.2
1416,16801,United Kingdom,43.1,2,21.55
1417,17422,United Kingdom,43.08,2,21.54
1418,13339,United Kingdom,43.0,1,43.0
1419,12838,United Kingdom,43.0,2,21.5
1420,13318,United Kingdom,42.96,1,42.96
1421,16669,United Kingdom,42.9,1,42.9
1422,13810,Germany,42.9,1,42.9
1423,14234,United Kingdom,42.79,2,21.4
1424,12868,United Kingdom,42.7,2,21.35
1425,17837,United Kingdom,42.62,4,10.66
1426,13707,United Kingdom,42.6,1,42.6
1427,12526,Germany,42.5,2,21.25
1428,17712,United Kingdom,42.5,1,42.5
1429,16561,United Kingdom,42.45,2,21.22
1430,12936,United Kingdom,42.449999999999996,2,21.22
1431,14178,United Kingdom,42.44,5,8.49
1432,16800,United Kingdom,42.42,1,42.42
1433,17287,United Kingdom,42.42,3,14.14
1434,17007,United Kingdom,42.36,3,14.12
1435,13421,United Kingdom,42.25,1,42.25
1436,17874,United Kingdom,42.25,1,42.25
1437,14880,United Kingdom,42.2,1,42.2
1438,17705,United Kingdom,41.9,3,13.97
1439,17774,United Kingdom,41.9,2,20.95
1440,16817,United Kingdom,41.8,3,13.93
1441,16771,United Kingdom,41.8,3,13.93
1442,14723,United Kingdom,41.76,5,8.35
1443,14000,United Kingdom,41.76,1,41.76
1444,16179,United Kingdom,41.7,1,41.7
1445,17095,United Kingdom,41.7,2,20.85
1446,17323,United Kingdom,41.65,4,10.41
1447,13404,United Kingdom,41.6,1,41.6
1448,15417,United Kingdom,41.6,1,41.6
1449,14409,United Kingdom,41.6,1,41.6
1450,17724,United Kingdom,41.5,1,41.5
1451,13615,United Kingdom,41.4,1,41.4
1452,17345,United Kingdom,41.26,2,20.63
1453,14638,United Kingdom,41.25,1,41.25
1454,13720,United Kingdom,41.25,1,41.25
1455,17418,United Kingdom,41.23,2,20.62
1456,15984,United Kingdom,41.19,3,13.73
1457,17849,United Kingdom,41.150000000000006,2,20.58
1458,13491,United Kingdom,41.1,3,13.7
1459,12820,United Kingdom,41.099999999999994,2,20.55
1460,16142,United Kingdom,41.099999999999994,1,41.1
1461,12426,Germany,41.099999999999994,1,41.1
1462,12578,Italy,41.099999999999994,2,20.55
1463,14407,United Kingdom,41.0,2,20.5
1464,15165,United Kingdom,41.0,1,41.0
1465,16735,United Kingdom,40.95,2,20.48
1466,12836,United Kingdom,40.88,2,20.44
1467,16416,United Kingdom,40.85,2,20.42
1468,14934,Channel Islands,40.8,2,20.4
1469,13524,United Kingdom,40.8,1,40.8
1470,12347,Iceland,40.8,2,20.4
1471,12970,United Kingdom,40.71,2,20.36
1472,17750,United Kingdom,40.69,5,8.14
1473,14129,United Kingdom,40.68,2,20.34
1474,13521,United Kingdom,40.67,3,13.56
1475,13104,United Kingdom,40.56,1,40.56
1476,14075,United Kingdom,40.56,1,40.56
1477,16340,United Kingdom,40.519999999999996,1,40.52
1478,14068,United Kingdom,40.5,1,40.5
1479,16212,United Kingdom,40.5,1,40.5
1480,15059,United Kingdom,40.42,4,10.1
1481,16110,United Kingdom,40.33,3,13.44
1482,15839,United Kingdom,40.260000000000005,2,20.13
1483,16040,United Kingdom,40.2,2,20.1
1484,16793,United Kingdom,40.2,1,40.2
1485,13867,United Kingdom,40.05,1,40.05
1486,12430,Norway,40.0,1,40.0
1487,12664,Finland,40.0,1,40.0
1488,14910,United Kingdom,39.96,1,39.96
1489,13046,United Kingdom,39.96,1,39.96
1490,17527,United Kingdom,39.96,2,19.98
1491,17373,United Kingdom,39.9,2,19.95
1492,17259,United Kingdom,39.85,1,39.85
1493,16177,United Kingdom,39.8,1,39.8
1494,14672,United Kingdom,39.75,1,39.75
1495,15315,United Kingdom,39.72,1,39.72
1496,13149,United Kingdom,39.7,1,39.7
1497,17010,United Kingdom,39.6,1,39.6
1498,15181,United Kingdom,39.6,1,39.6
1499,14443,United Kingdom,39.6,1,39.6
1500,13453,United Kingdom,39.6,2,19.8
1501,15402,United Kingdom,39.6,2,19.8
1502,14905,United Kingdom,39.6,1,39.6
1503,13347,United Kingdom,39.6,1,39.6
1504,13062,United Kingdom,39.6,1,39.6
1505,16689,United Kingdom,39.6,1,39.6
1506,13350,United Kingdom,39.6,1,39.6
1507,16434,United Kingdom,39.480000000000004,3,13.16
1508,13476,United Kingdom,39.45,2,19.73
1509,16102,United Kingdom,39.42,2,19.71
1510,13888,United Kingdom,39.4,2,19.7
1511,15332,Lithuania,39.3,1,39.3
1512,14498,United Kingdom,39.26,3,13.09
1513,12653,Israel,39.1,2,19.55
1514,15572,United Kingdom,39.099999999999994,5,7.82
1515,16221,United Kingdom,39.0,1,39.0
1516,15197,United Kingdom,39.0,1,39.0
1517,13853,United Kingdom,39.0,1,39.0
1518,16794,United Kingdom,38.93,5,7.79
1519,14050,United Kingdom,38.8,2,19.4
1520,17871,United Kingdom,38.76,1,38.76
1521,16657,United Kingdom,38.76,4,9.69
1522,12716,France,38.72,2,19.36
1523,15596,United Kingdom,38.7,2,19.35
1524,14223,United Kingdom,38.7,3,12.9
1525,15004,United Kingdom,38.7,1,38.7
1526,15525,United Kingdom,38.69,2,19.34
1527,15862,United Kingdom,38.65,2,19.32
1528,15051,United Kingdom,38.55,1,38.55
1529,17284,United Kingdom,38.55,3,12.85
1530,14152,United Kingdom,38.5,1,38.5
1531,17802,United Kingdom,38.4,3,12.8
1532,17461,United Kingdom,38.39,1,38.39
1533,13959,United Kingdom,38.35,3,12.78
1534,17162,United Kingdom,38.35,2,19.18
1535,13006,United Kingdom,38.25,1,38.25
1536,13591,United Kingdom,38.25,1,38.25
1537,15883,United Kingdom,38.25,1,38.25
1538,15182,United Kingdom,38.2,1,38.2
1539,18082,United Kingdom,38.19,1,38.19
1540,13107,United Kingdom,38.16,1,38.16
1541,16318,United Kingdom,38.1,1,38.1
1542,15592,United Kingdom,38.099999999999994,1,38.1
1543,14776,United Kingdom,38.099999999999994,3,12.7
1544,15156,United Kingdom,37.89,2,18.94
1545,13892,United Kingdom,37.8,1,37.8
1546,12422,Switzerland,37.8,1,37.8
1547,18106,United Kingdom,37.75,1,37.75
1548,16354,United Kingdom,37.74,1,37.74
1549,14691,United Kingdom,37.68,2,18.84
1550,17092,United Kingdom,37.67,3,12.56
1551,17135,United Kingdom,37.6,2,18.8
1552,15707,United Kingdom,37.55,2,18.77
1553,15885,United Kingdom,37.5,1,37.5
1554,17019,United Kingdom,37.5,3,12.5
1555,16384,United Kingdom,37.5,2,18.75
1556,15976,United Kingdom,37.32,2,18.66
1557,14320,United Kingdom,37.3,1,37.3
1558,12826,United Kingdom,37.3,1,37.3
1559,16049,United Kingdom,37.24,3,12.41
1560,16184,United Kingdom,37.239999999999995,1,37.24
1561,15062,United Kingdom,37.2,2,18.6
1562,14242,United Kingdom,37.2,2,18.6
1563,16676,United Kingdom,37.1,2,18.55
1564,15734,United Kingdom,37.06,2,18.53
1565,15830,United Kingdom,37.04,1,37.04
1566,14105,United Kingdom,37.04,1,37.04
1567,18263,United Kingdom,36.96,1,36.96
1568,17994,United Kingdom,36.949999999999996,3,12.32
1569,17438,United Kingdom,36.9,1,36.9
1570,15531,United Kingdom,36.8,1,36.8
1571,15109,United Kingdom,36.8,1,36.8
1572,16224,United Kingdom,36.78,3,12.26
1573,15785,United Kingdom,36.7,3,12.23
1574,14731,United Kingdom,36.6,2,18.3
1575,18236,United Kingdom,36.5,2,18.25
1576,14684,United Kingdom,36.35,5,7.27
1577,13309,United Kingdom,36.3,2,18.15
1578,14410,United Kingdom,36.25,3,12.08
1579,15522,United Kingdom,36.17,2,18.08
1580,16351,United Kingdom,36.0,1,36.0
1581,12947,United Kingdom,36.0,3,12.0
1582,12718,France,36.0,1,36.0
1583,14507,United Kingdom,35.94,2,17.97
1584,12550,Spain,35.93,1,35.93
1585,12915,United Kingdom,35.9,1,35.9
1586,16653,United Kingdom,35.879999999999995,1,35.88
1587,16978,United Kingdom,35.85,1,35.85
1588,18205,United Kingdom,35.8,2,17.9
1589,14573,United Kingdom,35.8,4,8.95
1590,14127,United Kingdom,35.7,2,17.85
1591,12649,Germany,35.7,2,17.85
1592,13405,United Kingdom,35.7,1,35.7
1593,13436,United Kingdom,35.599999999999994,1,35.6
1594,18061,United Kingdom,35.4,1,35.4
1595,12458,Switzerland,35.4,1,35.4
1596,16654,United Kingdom,35.4,1,35.4
1597,15110,United Kingdom,35.4,1,35.4
1598,14644,United Kingdom,35.4,1,35.4
1599,14352,United Kingdom,35.4,1,35.4
1600,15520,United Kingdom,35.4,1,35.4
1601,13515,United Kingdom,35.4,2,17.7
1602,14163,United Kingdom,35.3,2,17.65
1603,16084,United Kingdom,35.28,1,35.28
1604,17797,United Kingdom,35.2,3,11.73
1605,12878,United Kingdom,35.1,2,17.55
1606,15762,United Kingdom,35.099999999999994,1,35.1
1607,15620,United Kingdom,35.099999999999994,2,17.55
1608,17571,United Kingdom,35.06,3,11.69
1609,16236,United Kingdom,34.86,1,34.86
1610,14224,United Kingdom,34.85,3,11.62
1611,17171,United Kingdom,34.8,1,34.8
1612,13927,United Kingdom,34.8,1,34.8
1613,13055,United Kingdom,34.8,2,17.4
1614,17562,United Kingdom,34.8,2,17.4
1615,16101,United Kingdom,34.8,1,34.8
1616,13008,United Kingdom,34.8,1,34.8
1617,14030,United Kingdom,34.74,4,8.68
1618,13741,United Kingdom,34.7,2,17.35
1619,15910,United Kingdom,34.69,4,8.67
1620,17812,United Kingdom,34.68,4,8.67
1621,15605,United Kingdom,34.65,2,17.32
1622,12584,Italy,34.65,2,17.32
1623,17463,United Kingdom,34.629999999999995,2,17.31
1624,16907,United Kingdom,34.59,4,8.65
1625,13043,United Kingdom,34.56,1,34.56
1626,16885,United Kingdom,34.51,2,17.26
1627,17629,United Kingdom,34.480000000000004,4,8.62
1628,16005,United Kingdom,34.42,4,8.6
1629,16426,United Kingdom,34.41,7,4.92
1630,15500,United Kingdom,34.4,2,17.2
1631,13894,United Kingdom,34.35,1,34.35
1632,15656,United Kingdom,34.35,2,17.18
1633,13356,United Kingdom,34.29,1,34.29
1634,14081,United Kingdom,34.2,2,17.1
1635,13950,United Kingdom,34.2,2,17.1
1636,12967,United Kingdom,34.0,1,34.0
1637,16282,United Kingdom,34.0,1,34.0
1638,15115,United Kingdom,34.0,1,34.0
1639,14047,United Kingdom,34.0,1,34.0
1640,15223,United Kingdom,34.0,1,34.0
1641,13297,United Kingdom,33.9,2,16.95
1642,12457,Switzerland,33.9,1,33.9
1643,16762,United Kingdom,33.9,2,16.95
1644,18212,United Kingdom,33.8,1,33.8
1645,17290,United Kingdom,33.68,2,16.84
1646,18248,United Kingdom,33.6,1,33.6
1647,12354,Spain,33.55,1,33.55
1648,18044,United Kingdom,33.5,2,16.75
1649,16361,United Kingdom,33.45,4,8.36
1650,12689,France,33.4,2,16.7
1651,12381,Norway,33.3,1,33.3
1652,15132,United Kingdom,33.3,2,16.65
1653,13850,United Kingdom,33.3,1,33.3
1654,12624,France,33.3,1,33.3
1655,16714,United Kingdom,33.15,1,33.15
1656,13782,United Kingdom,33.05,3,11.02
1657,14520,United Kingdom,33.0,1,33.0
1658,13388,United Kingdom,33.0,1,33.0
1659,17412,United Kingdom,33.0,2,16.5
1660,12422,Australia,33.0,1,33.0
1661,14389,United Kingdom,33.0,2,16.5
1662,16996,United Kingdom,33.0,1,33.0
1663,17594,United Kingdom,33.0,1,33.0
1664,17515,United Kingdom,33.0,1,33.0
1665,14038,United Kingdom,33.0,1,33.0
1666,14149,United Kingdom,33.0,1,33.0
1667,16054,United Kingdom,32.99,1,32.99
1668,16337,United Kingdom,32.9,1,32.9
1669,13601,United Kingdom,32.89,2,16.44
1670,15577,United Kingdom,32.85,2,16.42
1671,17555,United Kingdom,32.839999999999996,2,16.42
1672,14052,United Kingdom,32.83,1,32.83
1673,18235,United Kingdom,32.7,2,16.35
1674,16583,United Kingdom,32.7,1,32.7
1675,13313,United Kingdom,32.7,2,16.35
1676,12702,Germany,32.7,1,32.7
1677,16317,United Kingdom,32.7,2,16.35
1678,12824,United Kingdom,32.7,1,32.7
1679,13956,United Kingdom,32.699999999999996,4,8.17
1680,15679,United Kingdom,32.65,1,32.65
1681,15870,United Kingdom,32.65,1,32.65
1682,17637,United Kingdom,32.64,1,32.64
1683,12965,United Kingdom,32.629999999999995,1,32.63
1684,14141,United Kingdom,32.55,2,16.27
1685,12349,Italy,32.55,1,32.55
1686,17159,United Kingdom,32.54,2,16.27
1687,12935,United Kingdom,32.519999999999996,2,16.26
1688,13276,United Kingdom,32.5,2,16.25
1689,17932,United Kingdom,32.4,1,32.4
1690,15120,United Kingdom,32.4,1,32.4
1691,18150,United Kingdom,32.4,1,32.4
1692,14584,United Kingdom,32.35,2,16.18
1693,12883,United Kingdom,32.34,1,32.34
1694,17411,United Kingdom,32.3,2,16.15
1695,13341,United Kingdom,32.3,1,32.3
1696,15901,United Kingdom,32.18,3,10.73
1697,14482,United Kingdom,32.160000000000004,2,16.08
1698,16045,United Kingdom,32.0,2,16.0
1699,12572,Germany,32.0,2,16.0
1700,13402,United Kingdom,32.0,2,16.0
1701,15303,United Kingdom,31.9,1,31.9
1702,16811,United Kingdom,31.9,2,15.95
1703,13085,United Kingdom,31.85,1,31.85
1704,15644,United Kingdom,31.8,2,15.9
1705,13940,United Kingdom,31.8,2,15.9
1706,12695,France,31.8,1,31.8
1707,15535,United Kingdom,31.8,3,10.6
1708,14406,United Kingdom,31.65,1,31.65
1709,16877,United Kingdom,31.64,5,6.33
1710,14484,United Kingdom,31.6,1,31.6
1711,16882,United Kingdom,31.6,2,15.8
1712,16934,United Kingdom,31.5,2,15.75
1713,17313,United Kingdom,31.5,1,31.5
1714,15365,United Kingdom,31.5,1,31.5
1715,14882,United Kingdom,31.2,1,31.2
1716,16503,United Kingdom,31.2,2,15.6
1717,13253,United Kingdom,31.2,1,31.2
1718,15990,United Kingdom,31.2,1,31.2
1719,14171,United Kingdom,31.03,1,31.03
1720,17702,United Kingdom,31.0,2,15.5
1721,12625,Germany,30.9,2,15.45
1722,14889,United Kingdom,30.9,1,30.9
1723,12904,United Kingdom,30.82,2,15.41
1724,14778,United Kingdom,30.8,1,30.8
1725,12438,Norway,30.8,2,15.4
1726,16560,United Kingdom,30.78,2,15.39
1727,13159,United Kingdom,30.75,2,15.38
1728,13849,United Kingdom,30.7,2,15.35
1729,14273,United Kingdom,30.6,1,30.6
1730,18170,United Kingdom,30.6,1,30.6
1731,16539,United Kingdom,30.6,2,15.3
1732,15367,United Kingdom,30.6,2,15.3
1733,14696,United Kingdom,30.6,2,15.3
1734,14829,United Kingdom,30.54,1,30.54
1735,13091,United Kingdom,30.520000000000003,1,30.52
1736,13874,United Kingdom,30.5,1,30.5
1737,17250,United Kingdom,30.45,2,15.22
1738,12579,France,30.4,1,30.4
1739,16203,United Kingdom,30.3,2,15.15
1740,16511,United Kingdom,30.3,3,10.1
1741,15837,United Kingdom,30.3,1,30.3
1742,16484,United Kingdom,30.299999999999997,2,15.15
1743,15783,United Kingdom,30.24,1,30.24
1744,12377,Switzerland,30.24,2,15.12
1745,14953,United Kingdom,30.23,1,30.23
1746,15840,United Kingdom,30.200000000000003,2,15.1
1747,17242,United Kingdom,30.2,1,30.2
1748,15799,United Kingdom,30.16,2,15.08
1749,12719,France,30.15,1,30.15
1750,12633,Germany,30.15,1,30.15
1751,13745,United Kingdom,30.12,1,30.12
1752,17472,United Kingdom,30.1,3,10.03
1753,17560,United Kingdom,30.099999999999998,2,15.05
1754,14976,United Kingdom,30.05,4,7.51
1755,17609,United Kingdom,30.049999999999997,4,7.51
1756,15232,United Kingdom,30.0,1,30.0
1757,18176,United Kingdom,30.0,1,30.0
1758,15977,United Kingdom,30.0,1,30.0
1759,15969,United Kingdom,30.0,1,30.0
1760,12913,United Kingdom,30.0,1,30.0
1761,13075,United Kingdom,30.0,1,30.0
1762,18189,United Kingdom,30.0,1,30.0
1763,13503,United Kingdom,30.0,1,30.0
1764,13328,United Kingdom,30.0,1,30.0
1765,13483,United Kingdom,30.0,1,30.0
1766,14154,United Kingdom,30.0,1,30.0
1767,16149,United Kingdom,30.0,2,15.0
1768,16099,United Kingdom,30.0,1,30.0
1769,16947,United Kingdom,30.0,1,30.0
1770,15108,European Community,30.0,1,30.0
1771,14891,United Kingdom,30.0,2,15.0
1772,16450,United Kingdom,30.0,1,30.0
1773,15010,United Kingdom,30.0,1,30.0
1774,14687,United Kingdom,30.0,1,30.0
1775,16912,United Kingdom,30.0,1,30.0
1776,17235,United Kingdom,30.0,1,30.0
1777,13352,United Kingdom,30.0,1,30.0
1778,12580,Germany,30.0,1,30.0
1779,14894,United Kingdom,30.0,1,30.0
1780,14447,United Kingdom,30.0,2,15.0
1781,17668,United Kingdom,30.0,1,30.0
1782,13026,United Kingdom,30.0,1,30.0
1783,14870,United Kingdom,30.0,1,30.0
1784,15791,United Kingdom,30.0,2,15.0
1785,13475,United Kingdom,29.979999999999997,2,14.99
1786,17480,United Kingdom,29.939999999999998,1,29.94
1787,13417,United Kingdom,29.9,1,29.9
1788,16460,United Kingdom,29.9,1,29.9
1789,17197,United Kingdom,29.85,1,29.85
1790,14450,United Kingdom,29.85,2,14.92
1791,16572,United Kingdom,29.85,1,29.85
1792,15720,United Kingdom,29.8,1,29.8
1793,17464,United Kingdom,29.75,1,29.75
1794,17033,United Kingdom,29.7,1,29.7
1795,17140,United Kingdom,29.7,1,29.7
1796,16810,United Kingdom,29.7,1,29.7
1797,13220,United Kingdom,29.7,1,29.7
1798,13914,United Kingdom,29.7,1,29.7
1799,12866,Belgium,29.7,1,29.7
1800,15634,United Kingdom,29.7,1,29.7
1801,13499,United Kingdom,29.7,1,29.7
1802,13731,United Kingdom,29.6,2,14.8
1803,14083,United Kingdom,29.54,4,7.38
1804,12793,Portugal,29.5,1,29.5
1805,14419,United Kingdom,29.5,4,7.38
1806,12988,United Kingdom,29.35,1,29.35
1807,13283,United Kingdom,29.3,1,29.3
1808,16266,United Kingdom,29.25,2,14.62
1809,12916,United Kingdom,29.25,1,29.25
1810,15436,United Kingdom,29.240000000000002,3,9.75
1811,17429,United Kingdom,29.16,2,14.58
1812,13336,United Kingdom,29.1,1,29.1
1813,15252,United Kingdom,29.1,1,29.1
1814,13030,United Kingdom,29.05,2,14.52
1815,12872,United Kingdom,29.049999999999997,2,14.52
1816,14449,United Kingdom,29.03,4,7.26
1817,17974,United Kingdom,28.97,2,14.48
1818,15974,United Kingdom,28.95,2,14.48
1819,14913,United Kingdom,28.92,2,14.46
1820,13320,United Kingdom,28.9,2,14.45
1821,18022,United Kingdom,28.9,1,28.9
1822,16020,United Kingdom,28.799999999999997,2,14.4
1823,16023,United Kingdom,28.75,3,9.58
1824,13176,United Kingdom,28.73,1,28.73
1825,16343,United Kingdom,28.65,2,14.32
1826,14487,United Kingdom,28.64,3,9.55
1827,17456,United Kingdom,28.64,1,28.64
1828,15095,United Kingdom,28.52,2,14.26
1829,17198,United Kingdom,28.5,3,9.5
1830,15339,United Kingdom,28.4,2,14.2
1831,13817,Germany,28.2,1,28.2
1832,12876,Belgium,28.2,2,14.1
1833,15858,United Kingdom,28.19,4,7.05
1834,16016,United Kingdom,28.15,3,9.38
1835,17470,United Kingdom,28.08,2,14.04
1836,16519,United Kingdom,28.05,2,14.02
1837,15130,United Kingdom,28.05,1,28.05
1838,16022,United Kingdom,28.0,1,28.0
1839,15157,United Kingdom,27.9,2,13.95
1840,14023,United Kingdom,27.8,1,27.8
1841,16015,United Kingdom,27.8,3,9.27
1842,16140,United Kingdom,27.78,2,13.89
1843,16504,United Kingdom,27.75,1,27.75
1844,17964,United Kingdom,27.64,2,13.82
1845,15376,United Kingdom,27.630000000000003,2,13.82
1846,17894,United Kingdom,27.619999999999997,3,9.21
1847,13904,United Kingdom,27.6,1,27.6
1848,16175,United Kingdom,27.6,1,27.6
1849,17684,United Kingdom,27.599999999999998,1,27.6
1850,15967,United Kingdom,27.55,2,13.78
1851,17765,United Kingdom,27.55,1,27.55
1852,15750,United Kingdom,27.54,4,6.88
1853,12371,Switzerland,27.54,1,27.54
1854,15103,United Kingdom,27.54,2,13.77
1855,18034,United Kingdom,27.52,1,27.52
1856,17179,United Kingdom,27.51,3,9.17
1857,13732,United Kingdom,27.5,1,27.5
1858,15239,United Kingdom,27.48,2,13.74
