InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,CohortMonth,CohortIndex,Region
576593,22780,LIGHT GARLAND BUTTERFILES PINK,1,15-11-11 14:48,4.25,15720,United Kingdom,4.25,2011-11,2011-11,0,UK
573076,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,27-10-11 14:05,1.25,13488,United Kingdom,15,2011-10,2010-12,10,UK
545084,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,28-02-11 10:55,2.95,12458,Switzerland,35.4,2011-02,2011-02,0,International
566277,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,12,11-09-11 14:01,1.25,16796,United Kingdom,15,2011-09,2011-09,0,UK
538839,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,1,14-12-10 13:10,0.85,14606,United Kingdom,0.85,2010-12,2010-12,0,UK
543351,22684,FRENCH BLUE METAL DOOR SIGN 9,10,07-02-11 13:18,1.25,15407,United Kingdom,12.5,2011-02,2011-02,0,UK
552559,22492,MINI PAINT SET VINTAGE,36,10-05-11 11:44,0.65,15865,United Kingdom,23.4,2011-05,2011-05,0,UK
548451,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,31-03-11 11:25,4.95,17365,United Kingdom,4.95,2011-03,2011-01,2,UK
554836,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,26-05-11 16:25,1.25,13015,United Kingdom,15,2011-05,2011-04,1,UK
544688,22858,EASTER TIN KEEPSAKE,6,23-02-11 8:29,1.65,18151,United Kingdom,9.9,2011-02,2011-02,0,UK
559122,22610,PENS ASSORTED FUNNY FACE,36,06-07-11 12:22,0.19,15159,United Kingdom,6.84,2011-07,2010-12,7,UK
566008,22551,PLASTERS IN TIN SPACEBOY,1,08-09-11 12:04,1.65,16426,United Kingdom,1.65,2011-09,2011-09,0,UK
569836,22273,FELTCRAFT DOLL MOLLY,12,06-10-11 13:06,2.95,12910,United Kingdom,35.4,2011-10,2011-09,1,UK
567428,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,20-09-11 11:35,1.65,14911,EIRE,9.9,2011-09,2010-12,9,International
569513,22866,HAND WARMER SCOTTY DOG DESIGN,24,04-10-11 13:55,2.1,14332,United Kingdom,50.4,2011-10,2011-10,0,UK
562928,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,12,10-08-11 15:29,2.1,15494,United Kingdom,25.2,2011-08,2011-08,0,UK
556118,23051,RECYCLED ACAPULCO MAT BLUE,8,09-06-11 9:54,8.25,13811,Germany,66,2011-06,2011-04,2,International
546928,22264,FELT FARM ANIMAL WHITE BUNNY,12,18-03-11 10:16,0.85,17685,United Kingdom,10.2,2011-03,2011-03,0,UK
570446,23306,SET OF 36 DOILIES PANTRY DESIGN,12,10-10-11 14:49,1.45,12431,Belgium,17.4,2011-10,2010-12,10,International
581193,23254,CHILDRENS CUTLERY DOLLY GIRL,1,07-12-11 17:05,4.15,17097,Spain,4.15,2011-12,2011-08,4,International
580396,23082,SET 6 PAPER TABLE LANTERN HEARTS,1,04-12-11 11:00,3.75,13838,United Kingdom,3.75,2011-12,2010-12,12,UK
563745,20685,DOORMAT RED RETROSPOT,10,19-08-11 9:38,6.75,15159,United Kingdom,67.5,2011-08,2010-12,8,UK
560828,16216,LETTER SHAPE PENCIL SHARPENER,160,21-07-11 11:55,0.06,14298,United Kingdom,9.6,2011-07,2010-12,7,UK
540672,48188,DOORMAT WELCOME PUPPIES,2,10-01-11 15:51,7.95,15281,United Kingdom,15.9,2011-01,2011-01,0,UK
563845,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,19-08-11 14:39,0.85,12991,United Kingdom,10.2,2011-08,2011-08,0,UK
569216,21328,BALLOONS  WRITING SET,3,02-10-11 12:41,1.65,15555,United Kingdom,4.95,2011-10,2010-12,10,UK
574706,21591,COSY HOUR CIGAR BOX MATCHES,24,06-11-11 14:06,1.25,16790,United Kingdom,30,2011-11,2011-11,0,UK
555813,20724,RED RETROSPOT CHARLOTTE BAG,10,07-06-11 11:40,0.85,13643,United Kingdom,8.5,2011-06,2011-06,0,UK
562562,21080,SET/20 RED RETROSPOT PAPER NAPKINS,9,05-08-11 17:43,0.85,16271,United Kingdom,7.65,2011-08,2010-12,8,UK
544644,22302,COFFEE MUG PEARS  DESIGN,6,22-02-11 11:46,2.55,17002,United Kingdom,15.3,2011-02,2011-02,0,UK
544106,22264,FELT FARM ANIMAL WHITE BUNNY,48,16-02-11 10:47,0.85,14530,United Kingdom,40.8,2011-02,2011-02,0,UK
558535,23054,RECYCLED ACAPULCO MAT LAVENDER,2,30-06-11 12:04,8.25,16904,United Kingdom,16.5,2011-06,2011-01,5,UK
567819,21915,RED  HARMONICA IN BOX,24,22-09-11 12:42,1.25,14004,United Kingdom,30,2011-09,2011-02,7,UK
548451,22710,WRAP I LOVE LONDON,50,31-03-11 11:25,0.42,17365,United Kingdom,21,2011-03,2011-01,2,UK
538935,22189,CREAM HEART CARD HOLDER,10,15-12-10 11:08,3.95,18168,United Kingdom,39.5,2010-12,2010-12,0,UK
581166,23352,ROLL WRAP 50'S RED CHRISTMAS,1,07-12-11 14:43,1.25,15525,United Kingdom,1.25,2011-12,2011-11,1,UK
575612,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,10-11-11 12:47,4.25,17416,United Kingdom,17,2011-11,2011-03,8,UK
581149,23321,SMALL WHITE HEART OF WICKER,2,07-12-11 14:12,1.65,15471,United Kingdom,3.3,2011-12,2011-12,0,UK
542409,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,27-01-11 16:30,1.25,15311,United Kingdom,15,2011-01,2010-12,1,UK
577355,23171,REGENCY TEA PLATE GREEN,12,18-11-11 15:53,1.65,14911,EIRE,19.8,2011-11,2010-12,11,International
542779,22423,REGENCY CAKESTAND 3 TIER,6,01-02-11 9:36,12.75,17147,United Kingdom,76.5,2011-02,2011-02,0,UK
555524,21876,POTTERING MUG,4,05-06-11 11:37,1.25,16923,United Kingdom,5,2011-06,2010-12,6,UK
581098,23489,VINTAGE BELLS GARLAND,6,07-12-11 11:42,2.89,14911,EIRE,17.34,2011-12,2010-12,12,International
567718,23263,SET OF 3 WOODEN HEART DECORATIONS,12,22-09-11 10:26,1.25,17730,United Kingdom,15,2011-09,2011-03,6,UK
548212,84988,SET OF 72 PINK HEART PAPER DOILIES,12,30-03-11 9:12,1.45,12456,Switzerland,17.4,2011-03,2011-03,0,International
561900,22517,CHILDS GARDEN RAKE PINK,1,31-07-11 15:31,2.1,16655,United Kingdom,2.1,2011-07,2011-01,6,UK
547884,21930,JUMBO STORAGE BAG SKULLS,10,28-03-11 9:07,1.95,13481,United Kingdom,19.5,2011-03,2011-03,0,UK
567156,84879,ASSORTED COLOUR BIRD ORNAMENT,4,16-09-11 17:05,1.69,14462,United Kingdom,6.76,2011-09,2011-01,8,UK
545294,84800L,LARGE WHITE/PINK ROSE ART FLOWER,7,01-03-11 12:07,2.12,17965,United Kingdom,14.84,2011-03,2010-12,3,UK
555851,85049G,CHOCOLATE BOX RIBBONS,2,07-06-11 13:37,1.25,13050,United Kingdom,2.5,2011-06,2010-12,6,UK
549014,20726,LUNCH BAG WOODLAND,2,05-04-11 15:00,1.65,17841,United Kingdom,3.3,2011-04,2010-12,4,UK
575681,22386,JUMBO BAG PINK POLKADOT,4,10-11-11 15:32,2.08,16903,United Kingdom,8.32,2011-11,2011-11,0,UK
559542,23209,LUNCH BAG DOILEY PATTERN,3,10-07-11 13:32,1.65,17126,United Kingdom,4.95,2011-07,2010-12,7,UK
568901,21034,REX CASH+CARRY JUMBO SHOPPER,1,29-09-11 13:22,0.95,15050,United Kingdom,0.95,2011-09,2011-09,0,UK
536406,84406B,CREAM CUPID HEARTS COAT HANGER,8,01-12-10 11:33,2.75,17850,United Kingdom,22,2010-12,2010-12,0,UK
561702,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,29-07-11 10:58,2.95,15149,United Kingdom,17.7,2011-07,2011-07,0,UK
557631,23209,LUNCH BAG DOILEY PATTERN,10,21-06-11 15:01,1.65,18229,United Kingdom,16.5,2011-06,2011-03,3,UK
570423,22383,LUNCH BAG SUKI DESIGN,5,10-10-11 13:38,1.65,14451,United Kingdom,8.25,2011-10,2011-05,5,UK
563917,21121,SET/10 RED POLKADOT PARTY CANDLES,2,21-08-11 13:46,1.25,14572,United Kingdom,2.5,2011-08,2011-01,7,UK
546538,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,14-03-11 14:51,0.65,16327,United Kingdom,15.6,2011-03,2010-12,3,UK
575904,23084,RABBIT NIGHT LIGHT,9,11-11-11 15:28,2.08,18014,United Kingdom,18.72,2011-11,2011-11,0,UK
570197,22726,ALARM CLOCK BAKELIKE GREEN,1,07-10-11 15:45,3.75,13755,United Kingdom,3.75,2011-10,2011-10,0,UK
580511,21154,RED RETROSPOT OVEN GLOVE,10,04-12-11 13:54,1.25,12560,Germany,12.5,2011-12,2011-07,5,International
548712,22358,KINGS CHOICE TEA CADDY,4,03-04-11 14:42,2.95,17050,United Kingdom,11.8,2011-04,2011-02,2,UK
545682,22960,JAM MAKING SET WITH JARS,2,06-03-11 11:39,4.25,14701,United Kingdom,8.5,2011-03,2011-01,2,UK
572312,21617,4 LILY  BOTANICAL DINNER CANDLES,2,23-10-11 15:47,1.25,15022,United Kingdom,2.5,2011-10,2011-10,0,UK
569211,22113,GREY HEART HOT WATER BOTTLE,2,02-10-11 12:04,4.25,15774,United Kingdom,8.5,2011-10,2011-10,0,UK
575607,47471,RAINBOW PEGS PHOTO CLIP STRING,1,10-11-11 12:37,1.46,14096,United Kingdom,1.46,2011-11,2011-09,2,UK
558881,23234,BISCUIT TIN VINTAGE CHRISTMAS,36,04-07-11 14:36,2.49,12705,Germany,89.64,2011-07,2010-12,7,International
540316,85054,FRENCH ENAMEL POT W LID,12,06-01-11 13:00,1.25,16676,United Kingdom,15,2011-01,2011-01,0,UK
536846,22149,FELTCRAFT 6 FLOWER FRIENDS,1,02-12-10 19:59,2.1,14573,United Kingdom,2.1,2010-12,2010-12,0,UK
561806,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,29-07-11 14:55,0.85,12839,United Kingdom,8.5,2011-07,2010-12,7,UK
547657,22990,COTTON APRON PANTRY DESIGN,2,24-03-11 12:58,4.95,13871,United Kingdom,9.9,2011-03,2011-03,0,UK
539107,22971,QUEENS GUARD COFFEE MUG,24,16-12-10 10:52,2.55,16705,United Kingdom,61.2,2010-12,2010-12,0,UK
553345,22192,BLUE DINER WALL CLOCK,3,16-05-11 12:53,8.5,16729,United Kingdom,25.5,2011-05,2011-04,1,UK
551775,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,04-05-11 11:21,8.25,12886,United Kingdom,16.5,2011-05,2011-05,0,UK
561193,21498,RED RETROSPOT WRAP,25,25-07-11 13:46,0.42,13296,United Kingdom,10.5,2011-07,2011-07,0,UK
579675,21116,OWL DOORSTOP,3,30-11-11 13:08,4.95,15654,United Kingdom,14.85,2011-11,2011-11,0,UK
543973,22699,ROSES REGENCY TEACUP AND SAUCER,2,14-02-11 15:15,2.95,17571,United Kingdom,5.9,2011-02,2011-02,0,UK
578463,23238,SET OF 4 KNICK KNACK TINS LONDON,6,24-11-11 12:30,4.15,12757,Portugal,24.9,2011-11,2011-05,6,International
554376,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3,24-05-11 11:31,0.42,15719,United Kingdom,1.26,2011-05,2011-01,4,UK
571279,23520,EMBROIDERED RIBBON REEL RUBY,2,16-10-11 12:54,3.75,16466,United Kingdom,7.5,2011-10,2011-02,8,UK
559420,82552,WASHROOM METAL SIGN,12,08-07-11 11:52,1.45,17663,United Kingdom,17.4,2011-07,2011-02,5,UK
570200,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,07-10-11 16:03,2.89,16918,United Kingdom,11.56,2011-10,2011-01,9,UK
566329,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2,12-09-11 12:20,12.75,14527,United Kingdom,25.5,2011-09,2010-12,9,UK
577519,22423,REGENCY CAKESTAND 3 TIER,2,20-11-11 13:20,12.75,15044,United Kingdom,25.5,2011-11,2010-12,11,UK
573300,22064,PINK DOUGHNUT TRINKET POT,4,28-10-11 16:10,1.65,16049,United Kingdom,6.6,2011-10,2011-09,1,UK
560878,22662,LUNCH BAG DOLLY GIRL DESIGN,1,21-07-11 15:16,1.65,14410,United Kingdom,1.65,2011-07,2011-02,5,UK
544717,22551,PLASTERS IN TIN SPACEBOY,12,23-02-11 10:44,1.65,18172,United Kingdom,19.8,2011-02,2011-02,0,UK
563209,22083,PAPER CHAIN KIT RETROSPOT,4,14-08-11 12:23,2.95,13527,United Kingdom,11.8,2011-08,2011-01,7,UK
547058,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,12,20-03-11 12:44,0.85,14232,United Kingdom,10.2,2011-03,2011-03,0,UK
565835,23297,SET 40 HEART SHAPE PETIT FOUR CASES,1,07-09-11 11:32,1.65,14452,United Kingdom,1.65,2011-09,2011-09,0,UK
565410,22917,HERB MARKER ROSEMARY,12,04-09-11 11:17,0.65,14691,United Kingdom,7.8,2011-09,2011-09,0,UK
564719,22815,CARD PSYCHEDELIC APPLES,12,28-08-11 11:55,0.42,15325,United Kingdom,5.04,2011-08,2011-08,0,UK
566238,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,11-09-11 11:24,2.08,17377,United Kingdom,2.08,2011-09,2010-12,9,UK
566872,22149,FELTCRAFT 6 FLOWER FRIENDS,2,15-09-11 13:28,2.1,16729,United Kingdom,4.2,2011-09,2011-04,5,UK
570888,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,13-10-11 10:26,1.25,17509,United Kingdom,15,2011-10,2011-10,0,UK
574260,22283,6 EGG HOUSE PAINTED WOOD,4,03-11-11 13:58,7.95,13014,United Kingdom,31.8,2011-11,2011-03,8,UK
558565,21974,SET OF 36 PAISLEY FLOWER DOILIES,3,30-06-11 13:58,1.45,14803,United Kingdom,4.35,2011-06,2011-02,4,UK
542868,22842,BISCUIT TIN VINTAGE RED,2,01-02-11 12:25,6.75,16419,United Kingdom,13.5,2011-02,2011-02,0,UK
555396,22470,HEART OF WICKER LARGE,15,02-06-11 17:23,2.95,16529,United Kingdom,44.25,2011-06,2011-06,0,UK
562158,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,03-08-11 11:45,2.08,15039,United Kingdom,20.8,2011-08,2010-12,8,UK
542398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,27-01-11 15:36,2.95,13174,United Kingdom,5.9,2011-01,2010-12,1,UK
576071,22153,ANGEL DECORATION STARS ON DRESS,10,13-11-11 16:03,0.42,18069,United Kingdom,4.2,2011-11,2011-01,10,UK
578928,23560,SET OF 6 RIBBONS COUNTRY STYLE,6,27-11-11 12:29,2.89,15443,United Kingdom,17.34,2011-11,2011-08,3,UK
578814,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,25-11-11 13:40,0.85,12748,United Kingdom,0.85,2011-11,2010-12,11,UK
547864,22292,HANGING CHICK  YELLOW DECORATION,7,27-03-11 13:10,1.45,15716,United Kingdom,10.15,2011-03,2010-12,3,UK
571065,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24,13-10-11 14:59,1.45,12613,Germany,34.8,2011-10,2011-03,7,International
572186,22791,T-LIGHT GLASS FLUTED ANTIQUE,24,21-10-11 10:55,1.25,16497,United Kingdom,30,2011-10,2011-03,7,UK
576645,22619,SET OF 6 SOLDIER SKITTLES,4,16-11-11 10:14,3.75,16245,United Kingdom,15,2011-11,2011-03,8,UK
557958,23209,LUNCH BAG DOILEY PATTERN,10,23-06-11 19:27,1.65,16161,United Kingdom,16.5,2011-06,2010-12,6,UK
572183,20725,LUNCH BAG RED RETROSPOT,20,21-10-11 10:50,1.65,16153,United Kingdom,33,2011-10,2011-06,4,UK
539335,82486,WOOD S/3 CABINET ANT WHITE FINISH,24,17-12-10 10:32,6.95,15291,United Kingdom,166.8,2010-12,2010-12,0,UK
570856,22573,STAR WOODEN CHRISTMAS DECORATION,12,12-10-11 15:01,0.85,13464,United Kingdom,10.2,2011-10,2011-10,0,UK
546635,21086,SET/6 RED SPOTTY PAPER CUPS,4,15-03-11 12:11,0.65,16392,United Kingdom,2.6,2011-03,2011-03,0,UK
569635,23306,SET OF 36 DOILIES PANTRY DESIGN,1,05-10-11 12:13,1.45,12748,United Kingdom,1.45,2011-10,2010-12,10,UK
580678,21385,IVORY HANGING DECORATION  HEART,6,05-12-11 14:49,0.85,18015,United Kingdom,5.1,2011-12,2011-12,0,UK
542617,71279,PINK GLASS CANDLEHOLDER,2,30-01-11 15:48,2.95,17463,United Kingdom,5.9,2011-01,2011-01,0,UK
559146,85099F,JUMBO BAG STRAWBERRY,10,06-07-11 14:18,2.08,12921,United Kingdom,20.8,2011-07,2011-01,6,UK
547800,82582,AREA PATROLLED METAL SIGN,2,25-03-11 12:55,2.1,14504,United Kingdom,4.2,2011-03,2011-03,0,UK
550272,22754,SMALL RED BABUSHKA NOTEBOOK,72,15-04-11 12:14,0.72,18079,United Kingdom,51.84,2011-04,2011-04,0,UK
537868,22531,MAGIC DRAWING SLATE CIRCUS PARADE,24,08-12-10 16:49,0.42,12433,Norway,10.08,2010-12,2010-12,0,International
563689,22508,DOORSTOP RETROSPOT HEART,2,18-08-11 12:43,3.75,15743,United Kingdom,7.5,2011-08,2011-06,2,UK
549633,85152,HAND OVER THE CHOCOLATE   SIGN,12,11-04-11 11:45,2.1,15671,United Kingdom,25.2,2011-04,2011-03,1,UK
543470,22534,MAGIC DRAWING SLATE SPACEBOY,24,08-02-11 14:58,0.42,16951,United Kingdom,10.08,2011-02,2011-02,0,UK
566258,21823,PAINTED METAL HEART WITH HOLLY BELL,26,11-09-11 12:45,1.45,13124,United Kingdom,37.7,2011-09,2010-12,9,UK
569521,21163,DO NOT TOUCH MY STUFF DOOR HANGER,1,04-10-11 14:33,0.39,16474,United Kingdom,0.39,2011-10,2011-07,3,UK
566217,22948,METAL DECORATION NAUGHTY CHILDREN,4,09-09-11 15:17,1.66,14096,United Kingdom,6.64,2011-09,2011-09,0,UK
566123,22423,REGENCY CAKESTAND 3 TIER,2,09-09-11 11:15,12.75,15039,United Kingdom,25.5,2011-09,2010-12,9,UK
579167,23342,MINT DINER WALL CLOCK,1,28-11-11 14:06,8.5,16800,United Kingdom,8.5,2011-11,2011-11,0,UK
544634,22431,WATERING CAN BLUE ELEPHANT,2,22-02-11 11:02,1.95,17994,United Kingdom,3.9,2011-02,2011-02,0,UK
553014,23103,JINGLE BELL HEART DECORATION,6,12-05-11 18:49,1.65,13451,United Kingdom,9.9,2011-05,2011-01,4,UK
544159,84836,ZINC METAL HEART DECORATION,24,16-02-11 12:48,1.25,14944,United Kingdom,30,2011-02,2011-02,0,UK
561399,22741,FUNKY DIVA PEN,48,27-07-11 10:53,0.85,15125,United Kingdom,40.8,2011-07,2011-03,4,UK
545447,85150,LADIES & GENTLEMEN METAL SIGN,6,02-03-11 16:34,2.55,17426,United Kingdom,15.3,2011-03,2011-03,0,UK
549316,85099B,JUMBO BAG RED RETROSPOT,10,08-04-11 9:54,1.95,12705,Germany,19.5,2011-04,2010-12,4,International
541510,22776,SWEETHEART CAKESTAND 3 TIER,1,18-01-11 16:39,9.95,14428,United Kingdom,9.95,2011-01,2011-01,0,UK
578515,23461,SWEETHEART BIRD HOUSE,1,24-11-11 13:40,4.15,16885,United Kingdom,4.15,2011-11,2011-10,1,UK
572066,22610,PENS ASSORTED FUNNY FACE,36,20-10-11 13:07,0.19,15159,United Kingdom,6.84,2011-10,2010-12,10,UK
574842,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,07-11-11 11:55,4.95,13890,United Kingdom,14.85,2011-11,2011-08,3,UK
578995,23204,CHARLOTTE BAG APPLES DESIGN,5,27-11-11 15:59,0.85,15861,United Kingdom,4.25,2011-11,2011-03,8,UK
549294,22662,LUNCH BAG DOLLY GIRL DESIGN,1,07-04-11 19:27,1.65,13230,United Kingdom,1.65,2011-04,2011-01,3,UK
581325,22966,GINGERBREAD MAN COOKIE CUTTER,2,08-12-11 11:53,1.25,15877,United Kingdom,2.5,2011-12,2011-11,1,UK
564020,23165,LARGE CERAMIC TOP STORAGE JAR,12,22-08-11 11:57,1.65,13971,United Kingdom,19.8,2011-08,2011-03,5,UK
571666,47590B,PINK HAPPY BIRTHDAY BUNTING,50,18-10-11 13:02,4.65,16422,United Kingdom,232.5,2011-10,2010-12,10,UK
571104,21212,PACK OF 72 RETROSPOT CAKE CASES,24,13-10-11 15:58,0.55,18130,United Kingdom,13.2,2011-10,2011-10,0,UK
545687,85099F,JUMBO BAG STRAWBERRY,3,06-03-11 12:20,1.95,17769,United Kingdom,5.85,2011-03,2011-01,2,UK
564972,21481,FAWN BLUE HOT WATER BOTTLE,6,31-08-11 15:30,2.95,12621,Germany,17.7,2011-08,2010-12,8,International
561626,22673,FRENCH GARDEN SIGN BLUE METAL,4,28-07-11 14:03,1.25,14898,United Kingdom,5,2011-07,2011-07,0,UK
556879,35653,VINTAGE BEAD NOTEBOOK,1,15-06-11 12:07,2.95,16461,United Kingdom,2.95,2011-06,2011-06,0,UK
546534,22794,SWEETHEART WIRE MAGAZINE RACK,2,14-03-11 13:56,7.95,16150,United Kingdom,15.9,2011-03,2010-12,3,UK
566726,21931,JUMBO STORAGE BAG SUKI,2,14-09-11 13:12,2.08,15021,United Kingdom,4.16,2011-09,2010-12,9,UK
541631,22549,PICTURE DOMINOES,24,20-01-11 10:48,1.45,12637,France,34.8,2011-01,2011-01,0,International
542931,22244,3 HOOK HANGER MAGIC GARDEN,12,02-02-11 10:46,1.95,15589,United Kingdom,23.4,2011-02,2011-02,0,UK
565438,85099B,JUMBO BAG RED RETROSPOT,10,04-09-11 13:56,2.08,17229,United Kingdom,20.8,2011-09,2011-09,0,UK
574852,23170,REGENCY TEA PLATE ROSES,3,07-11-11 12:04,1.65,15493,United Kingdom,4.95,2011-11,2011-03,8,UK
546105,22553,PLASTERS IN TIN SKULLS,3,09-03-11 12:21,1.65,14662,United Kingdom,4.95,2011-03,2011-01,2,UK
554030,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,20-05-11 13:56,3.75,16497,United Kingdom,15,2011-05,2011-03,2,UK
548968,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,05-04-11 10:58,2.08,12744,Singapore,20.8,2011-04,2011-01,3,International
550626,15034,PAPER POCKET TRAVELING FAN,12,19-04-11 14:23,0.14,13184,United Kingdom,1.68,2011-04,2011-02,2,UK
553199,84192,ASSORTED COLOUR METAL CAT,1,15-05-11 15:13,1.25,17758,United Kingdom,1.25,2011-05,2011-04,1,UK
562725,22595,GINGHAM HEART DECORATION,12,09-08-11 9:04,0.85,17302,United Kingdom,10.2,2011-08,2011-05,3,UK
558924,79000,MOROCCAN TEA GLASS,12,05-07-11 10:07,0.85,15785,United Kingdom,10.2,2011-07,2011-02,5,UK
562649,82580,BATHROOM METAL SIGN,3,08-08-11 13:11,0.55,14606,United Kingdom,1.65,2011-08,2010-12,8,UK
559629,82582,AREA PATROLLED METAL SIGN,8,11-07-11 11:58,2.1,14690,United Kingdom,16.8,2011-07,2011-07,0,UK
543040,21742,LARGE ROUND WICKER PLATTER,2,02-02-11 17:06,5.95,17337,United Kingdom,11.9,2011-02,2011-02,0,UK
565920,10080,GROOVY CACTUS INFLATABLE,24,08-09-11 8:56,0.39,15298,United Kingdom,9.36,2011-09,2010-12,9,UK
550015,22756,LARGE YELLOW BABUSHKA NOTEBOOK,12,14-04-11 10:54,1.25,17735,United Kingdom,15,2011-04,2011-01,3,UK
579458,23332,IVORY WICKER HEART LARGE,1,29-11-11 14:38,1.65,16549,United Kingdom,1.65,2011-11,2011-01,10,UK
541260,22078,RIBBON REEL LACE DESIGN,1,16-01-11 15:44,2.1,16059,United Kingdom,2.1,2011-01,2010-12,1,UK
568064,22940,FELTCRAFT CHRISTMAS FAIRY,4,23-09-11 13:42,4.25,14880,United Kingdom,17,2011-09,2011-09,0,UK
547418,85114A,BLACK ENCHANTED FOREST PLACEMAT,6,23-03-11 10:25,1.65,13148,United Kingdom,9.9,2011-03,2011-01,2,UK
538808,22536,MAGIC DRAWING SLATE PURDEY,48,14-12-10 12:11,0.42,14057,United Kingdom,20.16,2010-12,2010-12,0,UK
554520,21955,DOORMAT UNION JACK GUNS AND ROSES,1,24-05-11 17:03,7.95,17841,United Kingdom,7.95,2011-05,2010-12,5,UK
539286,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,18,16-12-10 16:05,2.95,14735,United Kingdom,53.1,2010-12,2010-12,0,UK
543277,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,06-02-11 14:33,1.95,15808,United Kingdom,19.5,2011-02,2010-12,2,UK
570342,22193,RED DINER WALL CLOCK,3,10-10-11 12:26,8.5,17706,United Kingdom,25.5,2011-10,2010-12,10,UK
543484,21212,PACK OF 72 RETROSPOT CAKE CASES,24,09-02-11 10:11,0.55,12721,France,13.2,2011-02,2011-02,0,International
554816,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,26-05-11 14:01,2.95,17550,United Kingdom,8.85,2011-05,2011-04,1,UK
548560,22178,VICTORIAN GLASS HANGING T-LIGHT,24,01-04-11 10:10,1.25,13468,United Kingdom,30,2011-04,2010-12,4,UK
554995,21446,12 RED ROSE PEG PLACE SETTINGS,2,29-05-11 14:23,1.25,18109,United Kingdom,2.5,2011-05,2010-12,5,UK
568310,23171,REGENCY TEA PLATE GREEN,12,26-09-11 12:48,1.65,14911,EIRE,19.8,2011-09,2010-12,9,International
566495,22995,TRAVEL CARD WALLET SUKI,6,13-09-11 11:14,0.42,15529,United Kingdom,2.52,2011-09,2011-01,8,UK
575329,23536,WALL ART VILLAGE SHOW,1,09-11-11 13:50,5.95,17038,United Kingdom,5.95,2011-11,2011-11,0,UK
558096,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,26-06-11 13:24,3.25,15532,United Kingdom,6.5,2011-06,2010-12,6,UK
558196,20752,BLUE POLKADOT WASHING UP GLOVES,2,27-06-11 12:38,2.1,16033,United Kingdom,4.2,2011-06,2010-12,6,UK
574509,22750,FELTCRAFT PRINCESS LOLA DOLL,1,04-11-11 13:25,3.75,16012,United Kingdom,3.75,2011-11,2011-08,3,UK
572306,21975,PACK OF 60 DINOSAUR CAKE CASES,1,23-10-11 15:11,0.55,17841,United Kingdom,0.55,2011-10,2010-12,10,UK
540247,22558,CLOTHES PEGS RETROSPOT PACK 24,1,05-01-11 15:56,1.49,15464,United Kingdom,1.49,2011-01,2011-01,0,UK
554543,47566,PARTY BUNTING,4,25-05-11 9:18,4.95,16091,United Kingdom,19.8,2011-05,2011-05,0,UK
572219,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,21-10-11 13:17,2.08,17463,United Kingdom,4.16,2011-10,2011-01,9,UK
576652,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,16-11-11 10:39,0.65,17198,United Kingdom,15.6,2011-11,2010-12,11,UK
577310,21891,TRADITIONAL WOODEN SKIPPING ROPE,144,18-11-11 13:15,1.25,13516,United Kingdom,180,2011-11,2011-09,2,UK
565142,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,01-09-11 13:46,1.06,17386,United Kingdom,76.32,2011-09,2011-06,3,UK
579103,22991,GIRAFFE WOODEN RULER,1,28-11-11 11:39,1.95,18041,United Kingdom,1.95,2011-11,2010-12,11,UK
